Sentence,Sentiment,Cleaned_Sentence,Is_Augmented,Technique
will i get the full amount credited to my account for us airways credit,neutral,will i get the back amount same to my account for us airways credit,True,bert_paraphrasing
@united reservation was made last July. I want to know why I wasn't reseated. This only happens on international itineraries,negative,reservation was made last july i want to know why i wasnt reseated this only happens on international itineraries,False,original
@AmericanAir you set a schedule try and keep it !!! #AAALWAYSLate Flight,neutral,you set a schedule try and keep it aaalwayslate flight,False,original
save some for 871 tomorrow am,neutral,salvage some for 871 tomorrow am,True,synonym_replacement
check the head of the plane there has been dynamite placed onto it,neutral,from the head of the plane there has been dynamite placed onto it,True,bert_paraphrasing
@united we have tried to change our flight THREE times on the phone and got disconnected each time.,negative,we have tried to change our flight three times on the phone and got disconnected each time,False,original
is it possible to add a known traveler number to my ticket after flight booking problems,neutral,is it possible to add a known traveler number to my ticket after flight booking departure,True,bert_paraphrasing
we willsunday just a few days away,positive,we willsunday just a few daytime away,True,synonym_replacement
@JetBlue oh definitely. I kind of only fly JetBlue.,positive,oh definitely i kind of only fly jetblue,False,original
@united U kept passengers waiting all night 4 a plane that was being put out of service.  Leaving everyone stranded for night. #inexcusable,negative,u kept passengers waiting all night 4 a plane that was being put out of service leaving everyone stranded for night inexcusable,False,original
we hope to see you on board soon and thanks for the tweet ey clappinghands clappinghands,positive,we hope to see you on board soon and thanks for the encouragement ey clappinghands clappinghands,True,bert_paraphrasing
works with google chrome but not internet explorer,neutral,same with google chrome but not internet explorer,True,bert_paraphrasing
this could be the beginning of a bluetiful relationship lifeneedsfrosting,positive,this kinship could be the beginning of a bluetiful relationship lifeneedsfrosting,True,random_insertion
no i have a pricey chase mileage plus cc,neutral,no i have a pricey chase fuel consumption rate plus cc,True,synonym_replacement
gave a credit for my late flight flight yesterday great service thats a wow moment unexpected gesture,positive,gave a credit sidesplitter for my late flight flight yesterday great service thats a wow moment unexpected gesture,True,random_insertion
@JetBlue I will. I love flying with you all. Great service.,positive,i will i love flying with you all great service,False,original
@SouthwestAir  goes to court to gain access to @Delta gates at Love Field  http://t.co/ILqzmMJiYQ #deltanews,neutral,goes to court to gain access to gates at love field deltanews,False,original
finally made it to rep who solved my problem,positive,finally pretend it to rep who solved my problem,True,synonym_replacement
@SouthwestAir I've DM'd you. Thanks!,positive,ive dmd you thanks,False,original
@united with the purchase of my ticket i am entitled to check in 1 bag however i am being charged an extra 25 dollars for domestic transport,negative,with the purchase of my ticket i am entitled to check in 1 bag however i am being charged an extra 25 dollars for domestic transport,False,original
thanks for the reupgrade to 1st class it may be a 45 min flight but it is appreciated,positive,thanks for the reupgrade to 1st class it may be flight of stairs a 45 min flight but it is appreciated,True,random_insertion
"@USAirways I already did. My question is, why does it still say in progress on @AskPayPal? It's been 6 days.",negative,i already did my question is why does it still say in progress on its been 6 days,False,original
still thinking those pjs may have me sold wed love to have you on board with us here i come,positive,and are those pjs would have me sold wed love to have you on board with us here i come,True,bert_paraphrasing
@SouthwestAir yes please!,positive,yes please,False,original
@USAirways what's wrong with the plane? Flt 581,negative,whats wrong with the plane flt 581,False,original
@SouthwestAir So I guess you can get to the airport too early!  Need to wait 10mins to checkin. Really?,negative,so i guess you can get to the airport too early need to wait 10mins to checkin really,False,original
can u help with flights to get a 2y old battling cancer who needs treatment in unitedstates growingheart ribbon growingheart,neutral,can we help with flights to get a 2y old battling cancer who needs treatment in red a ribbon growingheart,True,bert_paraphrasing
@JetBlue it's ok. Things happen. Just very frustrated when you have to change your schedule. See you tomorrow for a new rescheduled flight.,negative,its ok things happen just very frustrated when you have to change your schedule see you tomorrow for a new rescheduled flight,False,original
love it taking on in their backyard consumers win when biz competes,positive,love it taking on in their backyard consumers like when biz competes,True,bert_paraphrasing
learning about your awesome twitter management today in my social media marketing class keep up the good work,positive,learning about your awesome twitter management today in my office media marketing home keep up the good work,True,bert_paraphrasing
@united happens every time in and out of Newark.,neutral,happens every time in and out of newark,False,original
got my bags this morning thanks,positive,experience my bags this morning thanks,True,synonym_replacement
@united I miss the Continental days.,negative,i miss the continental days,False,original
you are the easiest airline to deal with i loveeee you so much,positive,you are the easiest airline to fly with i loveeee you so much,True,bert_paraphrasing
welp our fleets on fleek,neutral,welp our eyes on fleek,True,bert_paraphrasing
jetblue sofly wish firststari seetonight,neutral,a sofly wish firststari seetonight,True,bert_paraphrasing
despite shaky connections looks like ill get home tonight great job was touch and go for a while,positive,despite shaky connections looks like ill get home tonight great job was touch and go for a chore while,True,random_insertion
oh definitely i kind of only fly jetblue,positive,oh and i kind of only fly jetblue,True,bert_paraphrasing
cant wait thanks for the response redheart,positive,cant expect thanks for the response redheart,True,synonym_replacement
@AmericanAir if it I have not rebooked didn't get notified that it was Cancelled Flightled,negative,if it i have not rebooked didnt get notified that it was cancelled flightled,False,original
@USAirways so you don't have a pilot now for #clt ✈ #ord for at least another hour. Why on earth would you board the plane? Makes no sense!,negative,so you dont have a pilot now for clt airplane ord for at least another hour why on earth would you board the plane makes no sense,False,original
well i try see you soon,neutral,well i prove see you soon,True,synonym_replacement
may start service to hawaii from sanfrancisco this year biztravel,neutral,may start service to and from sanfrancisco this year biztravel,True,bert_paraphrasing
"fuck you, @united and your shitty fucking information http://t.co/scQUjbvsTA",negative,fuck you and your shitty fucking information,False,original
airways reveals bluemanity livery travelpulse,positive,airways reveals bluemanity at travelpulse,True,bert_paraphrasing
@AmericanAir I'm still on hold if you're wondering...  4 hours 37 minutes and counting.  #ServiceFail #OnHoldForever #Suboptimal,negative,im still on hold if youre wondering 4 hours 37 minutes and counting servicefail onholdforever suboptimal,False,original
is 2513 and 1555 on time or cancelled flightled,neutral,is 2513 and based on time or cancelled flightled,True,bert_paraphrasing
@united with Karen and found her unhelpful and rude  called United at the time &amp; told she could board but Karen would not accept,negative,with karen and found her unhelpful and rude called united at the time amp told she could board but karen would not accept,False,original
thanks i finally got through this afternoon,positive,thanks i finally pulled through this afternoon,True,bert_paraphrasing
"@JetBlue I would prefer a similar picture but full of E190 tails, but great shot!",positive,i would prefer a similar picture but full of e190 tails but great shot,False,original
why we cant have nice things rt our fleets on fleek,neutral,why we cant have better things rt our fleets on fleek,True,bert_paraphrasing
retiring with my hubby and its our 25th wedding anniversary this year companion pass please,neutral,retiring with my hubby and its our 50th tenth anniversary this year companion pass please,True,bert_paraphrasing
why not wed sure love to see you ruth justdoit youknowyouwantto you know me too well heartwitharrow,positive,why not wed and love to see you ruth justdoit youknowyouwantto you knew me too well heartwitharrow,True,bert_paraphrasing
@JetBlue #jetblue #sofly #wish #firststari seetonight http://t.co/pyJAoayNx6,neutral,jetblue sofly wish firststari seetonight,False,original
@USAirways let's say it's directly correLate Flightd to the chance of a replacement case. I know which would cost the airline less!,negative,lets say its directly correlate flightd to the chance of a replacement case i know which would cost the airline less,False,original
okay thank you for your help,positive,okay thank you for give thanks your help,True,random_insertion
save some for 871 tomorrow am,neutral,more or less save some for 871 tomorrow am,True,random_insertion
@USAirways how is it that my flt to EWR was Cancelled Flightled yet flts to NYC from USAirways are still flying?,negative,how is it that my flt to ewr was cancelled flightled yet flts to nyc from usairways are still flying,False,original
@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel,neutral,may start service to hawaii from sanfrancisco this year biztravel,False,original
"@JetBlue Thanks for offering this service, guys! http://t.co/xDjzkC34GB",positive,thanks for offering this service guys,False,original
has the best customer service,positive,has the ripe customer service,True,synonym_replacement
@JetBlue I believe that the website said I could receive credit for upcoming flights since I Cancelled Flighted my last one. Is this true?,neutral,i believe that the website said i could receive credit for upcoming flights since i cancelled flighted my last one is this true,False,original
we were able to get on the moon flight just got to our hotel in puerto rico thank you,positive,we were able to get on the moon flight just got to our hotel in london bangkok thank you,True,bert_paraphrasing
is it possible to add a known traveler number to my ticket after flight booking problems,neutral,is it possible to add a known traveler number to my passport after flight booking problems,True,bert_paraphrasing
weather bc of system outage hopefully everything goes smoothly now thank you for follow up,positive,weather bc of electrical outage hopefully everything goes smoothly now contact you for follow up,True,bert_paraphrasing
"@AmericanAir -- This is after you Cancelled Flightled our flight into Buffalo because of ""weather"" and lied to us and said other airlines Cancelled Flightled",negative,this is after you cancelled flightled our flight into buffalo because of weather and lied to us and said other airlines cancelled flightled,False,original
ugh kicking myself for missing out on destinationdragons i need some back in my life,neutral,had kicking myself for missing out on destinationdragons i after some back in my life,True,bert_paraphrasing
has the best customer service,positive,has the best internet service,True,bert_paraphrasing
you set a schedule try and keep it aaalwayslate flight,neutral,you set a schedule try and keep it at flight,True,bert_paraphrasing
"@united has me #stranded (weather NOT to blame). 1hr+ hold to speak to an agent that doesn't understand the concept of time zones, thanks!",negative,has me stranded weather not to blame 1hr hold to speak to an agent that doesnt understand the concept of time zones thanks,False,original
@JetBlue do you have direct flights to and from Bos to St Lucia or Antigua?,neutral,do you have direct flights to and from bos to st lucia or antigua,False,original
thanks for the complimentary upgrade to first you are the best,positive,thanks for the complimentary upgrade to first you are advance the best,True,random_insertion
welp our fleets on fleek,neutral,keep our fleets on fleek,True,bert_paraphrasing
thank you i will be calling you cheapoairchat,positive,thank you i will be with you cheapoairchat,True,bert_paraphrasing
@united It's a shame choosing #United may be the difference between reuniting with aging friends and never seeing them again #PoorService,negative,its a shame choosing united may be the difference between reuniting with aging friends and never seeing them again poorservice,False,original
finally made it to rep who solved my problem,positive,finally made it to you who solved my problem,True,bert_paraphrasing
"@USAirways I want my money back. Now we're sitting on the runway. After a 2 hour delay, waiting for the baggage to begin loading.",negative,i want my money back now were sitting on the runway after a 2 hour delay waiting for the baggage to begin loading,False,original
@SouthwestAir done messed up now!!! I have planned a trip to #CostaRica for pennies!!! #VacaTime ✈️💺,negative,done messed up now i have planned a trip to costarica for pennies vacatime airplane seat,False,original
really wish youd fly out of fargo those fares are amazings,positive,really wish youd fly front out of fargo those fares are amazings,True,synonym_replacement
@AmericanAir - 6 months ago best catering out of all domestic airlines. Today. Worst on the planet. And I've flown almost all of them,negative,6 months ago best catering out of all domestic airlines today worst on the planet and ive flown almost all of them,False,original
thats ok thanks for letting me know appreciate all the responses,positive,thats ok thanks for letting me give thanks know appreciate all the responses,True,random_insertion
@SouthwestAir My son's flight was Cancelled Flightled today. I was on hold 2+ hours to no avail. Can you help me rebook?,negative,my sons flight was cancelled flightled today i was on hold 2 hours to no avail can you help me rebook,False,original
"@USAirways awesome! And yes, @UpInAirClaire is!",positive,awesome and yes is,False,original
@USAirways thank you very much.,positive,thank you very much,False,original
really wish youd fly out of fargo those fares are amazings,positive,really wish youd fly out of fargo those get along are amazings,True,synonym_replacement
i would prefer a similar picture but full of e190 tails but great shot,positive,i would prefer a similar picture but full of e190 tails but tails shot,True,bert_paraphrasing
@AmericanAir you could train your flight attendants to have some manners and decency,negative,you could train your flight attendants to have some manners and decency,False,original
do you have bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week,neutral,do you have bereavement discount on business as my grandfather just died and need to attend his this this week,True,bert_paraphrasing
@united any help is appreciated. That's a LOOONG wait for help on something that's not his fault,negative,any help is appreciated thats a looong wait for help on something thats not his fault,False,original
thank you its much appreciated we have been on the plane for 90 min now at the gate,positive,thank you its a good deal appreciated we have been on the plane for 90 min now at the gate,True,synonym_replacement
they said it works 8090 of the time dfw security entrance c26 beforeafter precheck whereas i paid for the service,neutral,they said it is 8090 of the time dfw security entrance c26 beforeafter precheck whereas i look for the service,True,bert_paraphrasing
"@united just give up.  Your service is terrible.  If I wasn't forced to use United on certain routes, I never would.",negative,just give up your service is terrible if i wasnt forced to use united on certain routes i never would,False,original
i dont use passbook i still love you though lt3 ill just use my email in the future,positive,i dont remember passbook i still love you though lt3 ill just use my number in the future,True,bert_paraphrasing
@AmericanAir Not very helpful if my flight is already Cancelled Flightled! What about reFlight Booking Problems? AA has my email and cell - yet no notifications.,negative,not very helpful if my flight is already cancelled flightled what about reflight booking problems aa has my email and cell yet no notifications,False,original
you friends flt from ase to denver is cancelled flightled for tomorrow can you help with rebook,neutral,you come flt from ase to denver is cancelled flightled for tomorrow can you know with rebook,True,bert_paraphrasing
i would go anywhere jetblue goes,positive,i could go anywhere jetblue goes,True,bert_paraphrasing
@united has an United flight ever been on time. #americanisbetter,negative,has an united flight ever been on time americanisbetter,False,original
fantastic job by your people today on ua22 from dublin a jam packed plane but the crew was wonderful,positive,fantastic job by your people today on flying from in a jam packed plane but the crew was wonderful,True,bert_paraphrasing
@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?,neutral,is there special assistance if i travel alone w2 kids and 1 infant priority boarding,False,original
since when did you get so good again 4 transcontinental flights in 72h what a pleasurerelief you were,positive,since when did you get so unspoiled again 4 transcontinental flights in 72h what a pleasurerelief you were,True,synonym_replacement
"@united has not responded to my various requests for contact numbers, does anyone know the UK customer service number for #UnitedAirlines",negative,has not responded to my various requests for contact numbers does anyone know the uk customer service number for unitedairlines,False,original
well i try see you soon,neutral,could i try see you soon,True,bert_paraphrasing
will i get the full amount credited to my account for us airways credit,neutral,will i get the full amount credited to my account for us airways wax credit,True,random_insertion
"@USAirways on your website and on your boards at Logan it said it was on time, so we went through security and got to the gate (2)",neutral,on your website and on your boards at logan it said it was on time so we went through security and got to the gate 2,False,original
"@AmericanAir no I've since rebooked with another airline, what I would like is compensation for all the time/money lost!",negative,no ive since rebooked with another airline what i would like is compensation for all the timemoney lost,False,original
"@SouthwestAir - neveryamind I paid $450 for a flight. 250 for a new bag is easy for business class customers, right? http://t.co/vn3JJIa53O",negative,neveryamind i paid 450 for a flight 250 for a new bag is easy for business class customers right,False,original
big lovegratitudempower w werin oscars2105 vipswagbags avalonhollywood,neutral,big w w werin oscars2105 vipswagbags avalonhollywood,True,bert_paraphrasing
"@united Okay, thank you for your help :)",positive,okay thank you for your help,False,original
@SouthwestAir Supposed to take off almost 2 hours ago....#vacationfail #frozenwater? #gettingimpatient #theycouldatleastofferfreebooze,negative,supposed to take off almost 2 hours agovacationfail frozenwater gettingimpatient theycouldatleastofferfreebooze,False,original
"@USAirways US 728 returned to gate to get ""MEL"" sticker. Oh, look. We heard from pilot! No clue what an MEL sticker is. Anyone?",negative,us 728 returned to gate to get mel sticker oh look we heard from pilot no clue what an mel sticker is anyone,False,original
@SouthwestAir frustrating indeed especially when no one knows what the issue is....,negative,frustrating indeed especially when no one knows what the issue is,False,original
will award me 50000 air miles yes i am going to take a vacation thanksamericanairlines,positive,will about me 50000 air miles yes i am give to take a vacation thanksamericanairlines,True,bert_paraphrasing
@united thank you. We are signed up for notifications. We shall watch and wait! ❄️❄️,neutral,thank you we are signed up for notifications we shall watch and wait snowflake snowflake,False,original
@SouthwestAir done.0,neutral,done0,False,original
retiring with my hubby and its our 25th wedding anniversary this year companion pass please,neutral,retiring with my hubby and its our 25th wedding anniversary this year companion notes please,True,bert_paraphrasing
"@united customer service is atrocious! You have disrupted my travel plans, you have lost my luggage and it is impossible to TALK TO A HUMAN",negative,customer service is atrocious you have disrupted my travel plans you have lost my luggage and it is impossible to talk to a human,False,original
Why we can't have nice things. RT @JetBlue: Our fleet's on fleek. http://t.co/HP9RPPCvHx,neutral,why we cant have nice things rt our fleets on fleek,False,original
@SouthwestAir We have been stuck in SJU for several hours and no one is answering here. Really tough to LUV SW. No response is bad.,negative,we have been stuck in sju for several hours and no one is answering here really tough to luv sw no response is bad,False,original
thank you this whole crew has rocked through bad weather and diversion pilot keeping us well informed customerservice,positive,thank you this whole crew has rocked through bad news and diversion pilot keeping us on informed customerservice,True,bert_paraphrasing
awesome customer service on 390 from rdu they snuck my wife a warm cookie thx,positive,awesome customer serving on 390 from rdu they snuck my wife a warm cookie thx,True,synonym_replacement
many trips coming up i will see you soon grinningfacewithbigeyes,positive,many trips coming up i will have you soon grinningfacewithbigeyes,True,bert_paraphrasing
save some for 871 tomorrow am,neutral,save some for 871 days am,True,bert_paraphrasing
shows us their sense of humor with these tongueincheek flight etiquette videos,positive,shows us their sense of humor with these air flight etiquette videos,True,bert_paraphrasing
"@united despite shaky connections, looks like I'll get home tonight. Great job, @united - was touch and go for a while..",positive,despite shaky connections looks like ill get home tonight great job was touch and go for a while,False,original
were pulling off the runway now making new friends with seat mates thanks for the response cb,positive,were pulling off the your now making new friends with journey mates thanks for the response cb,True,bert_paraphrasing
Do less please @JetBlue,negative,do less please,False,original
@JetBlue Awesome! #bestairlineever,positive,awesome bestairlineever,False,original
"@united I can tell you. Your airline has lost mine and my families business. 
This day and age message through Twitter travels fast.",negative,i can tell you your airline has lost mine and my families business this day and age message through twitter travels fast,False,original
@USAirways Your policy needs a serious revision for babies.  Fortunately I have choices and choose @Southwest from here on out.,negative,your policy needs a serious revision for babies fortunately i have choices and choose from here on out,False,original
"@JetBlue here's part: was at bag drop inserted my JetBlue cc, didn't print pass. Agent standing in front of me refused to print my pass",negative,heres part was at bag drop inserted my jetblue cc didnt print pass agent standing in front of me refused to print my pass,False,original
@usairways I have been on hold for over 3 hours.  Please help! http://t.co/tyXAZtMQ1U,negative,i have been on hold for over 3 hours please help,False,original
you are the easiest airline to deal with i loveeee you so much,positive,you are the easiest airline to deal with i loveeee you so a great deal,True,synonym_replacement
sent my suggestion and comments via the link provided,neutral,take my suggestion and comments via the link provided,True,bert_paraphrasing
fantastic job by your people today on ua22 from dublin a jam packed plane but the crew was wonderful,positive,fantastic line by your people today on ua22 from dublin a jam packed plane but the crew was wonderful,True,synonym_replacement
got my bags this morning thanks,positive,got my bags this afternoon thanks,True,bert_paraphrasing
sooo earlier i said i couldnt fly with you for my school trip but now i can smirkingface,positive,sooo earlier i said i couldnt fly with you for my school trip but now i can trip,True,bert_paraphrasing
finally made it to rep who solved my problem,positive,finally made it to rep information technology who solved my problem,True,random_insertion
really wish youd fly out of fargo those fares are amazings,positive,really wish youd fly out of fargo those compliments fares are amazings,True,random_insertion
"@united not tonight, we got a hotel and after 14hrs of traveling and still not reaching our destination we are disappointed. Thanks",negative,not tonight we got a hotel and after 14hrs of traveling and still not reaching our destination we are disappointed thanks,False,original
at what email adress can i send your ceo mr doug parker a letter that he hopefully reads,neutral,at what time adress can i send your ceo mr doug parker a letter that he hopefully reads,True,bert_paraphrasing
i got it now wouldnt let me log on with my email thx heres hoping for dtwase without issue today,neutral,i got it now wouldnt let me log on with my email just an hoping for dtwase account issue today,True,bert_paraphrasing
still thinking those pjs may have me sold wed love to have you on board with us here i come,positive,still thinking those pjs may have me sold midweek love to have you on board with us here i come,True,synonym_replacement
@united it will be on a different airline.,negative,it will be on a different airline,False,original
i would go anywhere jetblue goes,positive,i would run short anywhere jetblue goes,True,synonym_replacement
why we cant have nice things rt our fleets on fleek,neutral,why we cant have nice things rt our lives on fleek,True,bert_paraphrasing
since when did you get so good again 4 transcontinental flights in 72h what a pleasurerelief you were,positive,since when did you get so good again with transcontinental travel in 72h what a pleasurerelief you were,True,bert_paraphrasing
@AmericanAir weather is unavoidable. Understaffing is controllable,negative,weather is unavoidable understaffing is controllable,False,original
@USAirways so apparently all of your computers crashed at BWI?  Any update on when flights will be moving?,negative,so apparently all of your computers crashed at bwi any update on when flights will be moving,False,original
i would go anywhere jetblue goes,positive,i will go anywhere jetblue goes,True,bert_paraphrasing
we willsunday just a few days away,positive,we willsunday just upright a few days away,True,random_insertion
@united I understand ppl make mistakes but don't code something in a way that we can't get reimbursed when it's YOUR fault. Just blatant LIE,negative,i understand ppl make mistakes but dont code something in a way that we cant get reimbursed when its your fault just blatant lie,False,original
redcarpet southwest companion pass would be great,positive,redcarpet southwest keep company pass would be great,True,synonym_replacement
really wish youd fly out of fargo those fares are amazings,positive,really compliments youd fly out of fargo those fares are amazings,True,synonym_replacement
portauprince haiti for continued food distribution medical supplies amp orphan care flyingitforward,neutral,portauprince haiti for continued food distribution medical supplies amp medical care flyingitforward,True,bert_paraphrasing
@JetBlue going to San Juan!,neutral,going to san juan,False,original
"@JetBlue Token $75.00 Goodwill Voucher for passengers stuck on flight 136 from Phoenix today. 3 hour mark. How about a $27,000 per passenger",negative,token 7500 goodwill voucher for passengers stuck on flight 136 from phoenix today 3 hour mark how about a 27000 per passenger,False,original
redcarpet southwest companion pass would be great,positive,redcarpet southwest fellow pass would be great,True,synonym_replacement
were pulling off the runway now making new friends with seat mates thanks for the response cb,positive,were pulling off the rail now making new friends with seat mates thanks for the response cb,True,synonym_replacement
flight 117 proud to fly jet blue,positive,flight is proud to fly jet blue,True,bert_paraphrasing
i am good i just did not understand the terminology but the merger brings new verbiage,neutral,i am good i just did not understand the grammar but the merger brings the verbiage,True,bert_paraphrasing
all good beers and oscars2015 ar dia,positive,all good nominations and oscars2015 ar dia,True,bert_paraphrasing
our fleets on fleek smh,neutral,our blow over on fleek smh,True,synonym_replacement
thanks for the complimentary upgrade to first you are the best,positive,thanks for the big upgrade to first you are the best,True,bert_paraphrasing
thanks for the reminder its been a fun ride,positive,thanks for the reminder its been a fun rally,True,synonym_replacement
yes thx at 1035 landed at 920,positive,down yes thx at 1035 landed at 920,True,random_insertion
here you go your napkins pretty much say it all,positive,here you fling your napkins pretty much say it all,True,synonym_replacement
thats a great fa right there,positive,thats in that respect a great fa right there,True,random_insertion
@JetBlue supervisor humiliated us and was uncompromising. We were completely blindsided!,negative,supervisor humiliated us and was uncompromising we were completely blindsided,False,original
@united Thanks for the reminder. It's been a fun ride. http://t.co/pPVA4Rch9f,positive,thanks for the reminder its been a fun ride,False,original
omgee onfleek why why loudlycryingface beamingfacewithsmilingeyes grinningsquintingface facewithcrossedouteyes how many people even know what that means lol,neutral,omgee onfleek why why loudlycryingface beamingfacewithsmilingeyes grinningsquintingface facewithcrossedouteyes how many the great unwashed even know what that means lol,True,synonym_replacement
@AmericanAir you need to work harder on the disconnect between your intention and the reality your passengers face,negative,you need to work harder on the disconnect between your intention and the reality your passengers face,False,original
"@SouthwestAir can u follow so I can DM a confirmation number I need confirmed to Cancelled Flight?
I will call to confirm Monday for refund",neutral,can u follow so i can dm a confirmation number i need confirmed to cancelled flight i will call to confirm monday for refund,False,original
@AmericanAir stuck on the tarmac in CLT because the our gate is not open. Hope I don't miss my connection.... #logistics #AmericanView,negative,stuck on the tarmac in clt because the our gate is not open hope i dont miss my connection logistics americanview,False,original
just landed flight 545 any chance of making flight 5530 phoenix to aus,neutral,just bring flight 545 any chance of making flight 5530 phoenix to aus,True,synonym_replacement
april 6th anything specific i should know for my first flight,neutral,april 6th is specific i should know for my first flight,True,bert_paraphrasing
please explain our fleets on fleek,neutral,fade please explain our fleets on fleek,True,random_insertion
@VirginAmerica thanks guys! Sweet route over the Rockies #airplanemodewason,positive,thanks guys sweet route over the rockies airplanemodewason,False,original
i know just a little cold weather humor,neutral,i know just a little about weather humor,True,bert_paraphrasing
@SouthwestAir yeah bruh its bool y'all niggaz just need to hire some more workers or something cause next time imma be forced ta disrespect.,negative,yeah bruh its bool yall niggaz just need to hire some more workers or something cause next time imma be forced ta disrespect,False,original
are flights from columbus ohio to dallas texas cancelled flighted,neutral,are flights from columbus east to dallas texas cancelled flighted,True,bert_paraphrasing
"@USAirways no. Other than being on my credit card statement, I have not received anything from you and so I have no way to look it up myself",negative,no other than being on my credit card statement i have not received anything from you and so i have no way to look it up myself,False,original
here you go your napkins pretty much say it all,positive,here you go your napkins reasonably much say it all,True,synonym_replacement
many trips coming up i will see you soon grinningfacewithbigeyes,positive,many trips further up i will see you soon grinningfacewithbigeyes,True,bert_paraphrasing
@united I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏,neutral,i know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours foldedhands,False,original
@SouthwestAir I'm sorry for straying and going with @AmericanAir I've learned my lesson. These attendants need some SW happiness!,negative,im sorry for straying and going with ive learned my lesson these attendants need some sw happiness,False,original
goes to court to gain access to gates at love field deltanews,neutral,went to court to gain access to gates at love field deltanews,True,bert_paraphrasing
@USAirways @satesq theres only one flt PHL-CRW per day.,neutral,theres only one flt phlcrw per day,False,original
sureill send a message now,neutral,sureill send a messenger now,True,bert_paraphrasing
@southwestair TREMENDOUS job. Atlanta Airport saw SW celebrate Mardi Gras. Another reason I'm nuts for you guys! http://t.co/8WBzOrRn3C,neutral,tremendous job atlanta airport saw sw celebrate mardi gras another reason im nuts for you guys,False,original
@SouthwestAir Please lower my plane flight by like $100 bucks!! Thanks~ #FloridaVacation,neutral,please lower my plane flight by like 100 bucks thanks floridavacation,False,original
thanks guys sweet route over the rockies airplanemodewason,positive,rocky mountains thanks guys sweet route over the rockies airplanemodewason,True,random_insertion
is there anyway to pay more to get priority boarding a 115,neutral,is there anyway to pay more to get priority than a 115,True,bert_paraphrasing
hi guys do you have a general enquires email address please thanks david,neutral,hi guys do you have a public enquires email address please thanks david,True,bert_paraphrasing
@USAirways 4 hrs and counting today alone... like I don't have other things to accomplish today than to just keep holding!!!,negative,4 hrs and counting today alone like i dont have other things to accomplish today than to just keep holding,False,original
@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒,negative,requested window seat and confirmed window but got stuck in middle seat not a good way to treat silver member unamusedface,False,original
@USAirways 2 hours and 7 minutes. Just want to know I'm still in the queue...,negative,2 hours and 7 minutes just want to know im still in the queue,False,original
@SouthwestAir Is there a way to receive a refund on a trip that was Cancelled Flight online instead of calling? Your phone lines are super busy.,negative,is there a way to receive a refund on a trip that was cancelled flight online instead of calling your phone lines are super busy,False,original
@USAirways flight scheduled for 730pm...told at 150am that flight is Cancelled Flightled after sitting on cold plane for 2 hours.,negative,flight scheduled for 730pmtold at 150am that flight is cancelled flightled after sitting on cold plane for 2 hours,False,original
@united Slightly better. Crew spent a long time searching for better altitude. Would have helped to let pax in on why all the sharp drops.,negative,slightly better crew spent a long time searching for better altitude would have helped to let pax in on why all the sharp drops,False,original
thanks for the complimentary upgrade to first you are the best,positive,but for the complimentary upgrade to first you are the best,True,bert_paraphrasing
of course weather was a joke 43 beats 5 degrees in phl snowmanwithoutsnow sun,neutral,of course weather was a joke 43 beats 5 and in phl seconds sun,True,bert_paraphrasing
is that the flight for tomorrow,neutral,is that the trajectory for tomorrow,True,synonym_replacement
@SouthwestAir Thank you - hung up after 1hr 7min on hold. Would you like me to DM you contact info?,negative,thank you hung up after 1hr 7min on hold would you like me to dm you contact info,False,original
thanks for the reminder its been a fun ride,positive,glad for the reminder its been a fun ride,True,bert_paraphrasing
@USAirways seriously? Every flight I have had the past 2 days has been delayed. Every single one. Terrible,negative,seriously every flight i have had the past 2 days has been delayed every single one terrible,False,original
adds pillows instead of lieflat seats in first class arms race,neutral,adds pillows instead of leather seats in first class arms race,True,bert_paraphrasing
"@SouthwestAir I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",neutral,i have 2d and 3d embossed badges and patches superior to the ones you are currently using,False,original
@USAirways I finally got through on the phone after a 2 hour wait time.,negative,i finally got through on the phone after a 2 hour wait time,False,original
@USAirways @SeanVRose Sean - keep in mind if you call...plan on being on hold for 3+ hours,negative,sean keep in mind if you callplan on being on hold for 3 hours,False,original
@JetBlue no. Did not catch his name. I am sure Jason will know.,neutral,no did not catch his name i am sure jason will know,False,original
@united I think we both have the same status (nothing). I think there was a bug in your search system.,negative,i think we both have the same status nothing i think there was a bug in your search system,False,original
@SouthwestAir waited 34 mins for baggage MDW&gt;MEM and the in-flight service was suspended so no drink 😕,negative,waited 34 mins for baggage mdwgtmem and the inflight service was suspended so no drink confusedface,False,original
can you help me add a aadvantage number and known traveler number to a reservation,neutral,can you help me add a aadvantage come and known traveler come to a reservation,True,synonym_replacement
any delays on tonights flight from dfw to sat i have family members on board,neutral,any delays on your leave from dfw to sat i have family members on board,True,bert_paraphrasing
