Sentence,Sentiment,Cleaned_Sentence
@USAirways @franchise02 my friend has been on hold for 1.5 hours and still counting!,negative,my friend has been on hold for 15 hours and still counting
@united no they aren't - I just called to check. #WORSTCUSTOMERSERVICE,negative,no they arent i just called to check worstcustomerservice
@USAirways she also appreciated having her very own hashtag! :) #lucycat,positive,she also appreciated having her very own hashtag lucycat
@AmericanAir stuck on the tarmac in CLT because the our gate is not open. Hope I don't miss my connection.... #logistics #AmericanView,negative,stuck on the tarmac in clt because the our gate is not open hope i dont miss my connection logistics americanview
@USAirways I'm tired of paying for luggage &amp; less than stellar customer service @AmericanAir. #notafanofyourmerger,negative,im tired of paying for luggage amp less than stellar customer service notafanofyourmerger
@AmericanAir why does your RTW planner (spec. Circle Pacific) not let me even plan the demo routes from your website?,negative,why does your rtw planner spec circle pacific not let me even plan the demo routes from your website
@VirginAmerica really wish you'd fly out of #Fargo @fargoairport those fares are amazings,positive,really wish youd fly out of fargo those fares are amazings
@united now maintenance issues with flight 5639 and more issues with passengers that will miss connections needing to get off,negative,now maintenance issues with flight 5639 and more issues with passengers that will miss connections needing to get off
"OMGee!!! @JetBlue #OnFleek Why @JetBlue Why?!? 😭😁😆😵 How many people even know what that means, lol?",neutral,omgee onfleek why why loudlycryingface beamingfacewithsmilingeyes grinningsquintingface facewithcrossedouteyes how many people even know what that means lol
@USAirways @AmericanAir no one appreciates the sass of the gate agent at Gate C38 at LGA flight US626. Irritated customers,negative,no one appreciates the sass of the gate agent at gate c38 at lga flight us626 irritated customers
"@JetBlue Yoga it is. TV service seems to be down though :-(
I look forward to that do much!",negative,yoga it is tv service seems to be down though i look forward to that do much
@JetBlue Airways Reveals 'Bluemanity' Livery - TravelPulse http://t.co/fTTfyFMvCO,positive,airways reveals bluemanity livery travelpulse
@USAirways let's say it's directly correLate Flightd to the chance of a replacement case. I know which would cost the airline less!,negative,lets say its directly correlate flightd to the chance of a replacement case i know which would cost the airline less
@USAirways thank you for correctly interpreting my last tweet as non sarcastic and delaying my flight again. YYZ Terminal 3 dance party?,negative,thank you for correctly interpreting my last tweet as non sarcastic and delaying my flight again yyz terminal 3 dance party
"@united Brian at SFO customer service deserves a raise, gave me extra meal voucher and a good joke to cheer me up after flight delay. #FTW",positive,brian at sfo customer service deserves a raise gave me extra meal voucher and a good joke to cheer me up after flight delay ftw
@united @RobBogart After I waited hours in the airport being told one fib after the other. Why can't UAL be honest with its customers?,negative,after i waited hours in the airport being told one fib after the other why cant ual be honest with its customers
"@united @danahajek : she means to say there has been so many complaints today (this week, this month) that she can't respond b/c she's alone",negative,she means to say there has been so many complaints today this week this month that she cant respond bc shes alone
@USAirways been on hold 2 hours for a Cancelled Flighted flight. I understand the delay. I don't understand you auto-reFlight Booking Problems me on TUESDAY. HELP!,negative,been on hold 2 hours for a cancelled flighted flight i understand the delay i dont understand you autoreflight booking problems me on tuesday help
"@united ah, that would explain why crew didn't seem particularly distressed when we pointed it out. It was a little startling at first.",neutral,ah that would explain why crew didnt seem particularly distressed when we pointed it out it was a little startling at first
@USAirways Can you help me add a AAdvantage number and known traveler number to a reservation?,neutral,can you help me add a aadvantage number and known traveler number to a reservation
@AmericanAir  that's what I am hoping for,neutral,thats what i am hoping for
@SouthwestAir Tell me the secrets to flying high #RedCarpet,neutral,tell me the secrets to flying high redcarpet
@AmericanAir can you?,negative,can you
"Too little, too Late Flight. You suck RT @USAirways: @mitchsunderland Oh no, Mitchell. Our agents are happy to offer you available options.",negative,too little too late flight you suck rt oh no mitchell our agents are happy to offer you available options
@JetBlue word thanks,positive,word thanks
@JetBlue received a voucher but if you want to improve relations be up front with passengers.,negative,received a voucher but if you want to improve relations be up front with passengers
@USAirways my option is to use twitter. Most of the people working for u have no clue what they do. they tell you to go to A4 but its b16,negative,my option is to use twitter most of the people working for u have no clue what they do they tell you to go to a4 but its b16
@SouthwestAir Any plans to implement a call-back system on your reFlight Booking Problems line? Been on hold for over an hour now...,negative,any plans to implement a callback system on your reflight booking problems line been on hold for over an hour now
"@AmericanAir not only did you Cancelled Flight our flight from JFK and delay us by 29 hours, you've now lost 2 of our bags. Worst airline ever.",negative,not only did you cancelled flight our flight from jfk and delay us by 29 hours youve now lost 2 of our bags worst airline ever
"@united I was denied use of a rear facing car seat on UA5025, an ERJ145. Can you confirm the actual policy?",negative,i was denied use of a rear facing car seat on ua5025 an erj145 can you confirm the actual policy
@united it's cool. I didn't need to go to work today. Or get home to make sure my house is ok in the -30 wind chill.,neutral,its cool i didnt need to go to work today or get home to make sure my house is ok in the 30 wind chill
@SouthwestAir can't wait! Thanks for the response!❤️,positive,cant wait thanks for the response redheart
@USAirways should take a lesson from @SouthwestAir and wait for passengers from connecting flights. Shame..,negative,should take a lesson from and wait for passengers from connecting flights shame
@USAirways 3935. Sitting on a freezing bus because nobody is in the plane. What is up?,negative,3935 sitting on a freezing bus because nobody is in the plane what is up
"@USAirways on your website and on your boards at Logan it said it was on time, so we went through security and got to the gate (2)",neutral,on your website and on your boards at logan it said it was on time so we went through security and got to the gate 2
@AmericanAir What's the status at DFW? Ticket agent at gate A9 was very rude and unhelpful.,negative,whats the status at dfw ticket agent at gate a9 was very rude and unhelpful
@united Conference begins in 3 hours. Up all night due to delays and still waiting to talk to someone about lost luggage.,negative,conference begins in 3 hours up all night due to delays and still waiting to talk to someone about lost luggage
@SouthwestAir we're pulling off the runway now! Making new friends with seat mates. Thanks for the response CB.,positive,were pulling off the runway now making new friends with seat mates thanks for the response cb
@USAirways seriously? Every flight I have had the past 2 days has been delayed. Every single one. Terrible,negative,seriously every flight i have had the past 2 days has been delayed every single one terrible
"@united bagage which i take to in the cabin i dont need to check-in,correct?",neutral,bagage which i take to in the cabin i dont need to checkincorrect
"@AmericanAir offered me a cot to sleep on?After they Cancelled Flightled my flight. A fucking cot. What about a hotel, like you're supposed to provide",negative,offered me a cot to sleep onafter they cancelled flightled my flight a fucking cot what about a hotel like youre supposed to provide
Please explain …….. “@JetBlue: Our fleet's on fleek. http://t.co/vOsIzh17sl”,neutral,please explain our fleets on fleek
@USAirways Thanks for the information!,positive,thanks for the information
@SouthwestAir what are the chances you will be Cancelled Flighting all flights in and out of Nashville again?,negative,what are the chances you will be cancelled flighting all flights in and out of nashville again
@SouthwestAir Adding RR number to a @Marriott stay is too hard. Won't take RR number at checkin/out and Marriott phone CS not helpful.,negative,adding rr number to a stay is too hard wont take rr number at checkinout and marriott phone cs not helpful
@USAirways will I get the full amount credited to my account for US Airways credit?,neutral,will i get the full amount credited to my account for us airways credit
"“@JetBlue: @Ruth_Slobodin Why not? We'd sure love to see you, Ruth! #JustDoIt #YouKnowYouWantTo ;)” you know me too well 💘",positive,why not wed sure love to see you ruth justdoit youknowyouwantto you know me too well heartwitharrow
@united those whose pay to actually fly with you over 30k/ year deserve better service than a CC holder.,negative,those whose pay to actually fly with you over 30k year deserve better service than a cc holder
@VirginAmerica @AmericanAir can u help with flights to get a 2y old battling cancer who needs treatment in 🇺🇸 @FreyaBevan_Fund 💗 🎀 💗,neutral,can u help with flights to get a 2y old battling cancer who needs treatment in unitedstates growingheart ribbon growingheart
"@USAirways I want my money back. Now we're sitting on the runway. After a 2 hour delay, waiting for the baggage to begin loading.",negative,i want my money back now were sitting on the runway after a 2 hour delay waiting for the baggage to begin loading
@JetBlue we have. Twice. They said they can't dim those lights. But they did on our first flight.,negative,we have twice they said they cant dim those lights but they did on our first flight
@SouthwestAir Thanks for the info! Have a good day.,positive,thanks for the info have a good day
@AmericanAir I know you can't control weather but you can control how you treat customers..#shafted,negative,i know you cant control weather but you can control how you treat customersshafted
@JetBlue going to San Juan!,neutral,going to san juan
"@USAirways Spoke on the phone 3 or 4 times, but no resolution. I'm still waiting to get my money back but now prices are jacked up",negative,spoke on the phone 3 or 4 times but no resolution im still waiting to get my money back but now prices are jacked up
"@united well, thanks for not charging me for switching my two Cancelled Flightled flights anyway. That was pretty nice. #stillmakingmepoorthough",positive,well thanks for not charging me for switching my two cancelled flightled flights anyway that was pretty nice stillmakingmepoorthough
@united your helpful agents in Club helped.  I am just out baggage fees and a night of my life.stop doing business with @SilverAirways,negative,your helpful agents in club helped i am just out baggage fees and a night of my lifestop doing business with
"@USAirways: I relied on US Airways, and that was my mistake. Awful customer experience.",negative,i relied on us airways and that was my mistake awful customer experience
"@JetBlue Token $75.00 Goodwill Voucher for passengers stuck on flight 136 from Phoenix today. 3 hour mark. How about a $27,000 per passenger",negative,token 7500 goodwill voucher for passengers stuck on flight 136 from phoenix today 3 hour mark how about a 27000 per passenger
@AmericanAir I know. Just a little cold weather humor. :),neutral,i know just a little cold weather humor
@JetBlue There's just so many choices for y'all south of the border and I know not every airline is equal - lowest price != best value. ;),positive,theres just so many choices for yall south of the border and i know not every airline is equal lowest price best value
@united Thank you so much for your help with my birthday trip! Tickets are confirmed! :-),positive,thank you so much for your help with my birthday trip tickets are confirmed
@USAirways UR employee named VAN @ ticket counter in #Philadelphia. EXTREMELY RUDE! a Father trying to get home to sick kid missed flight.,negative,ur employee named van ticket counter in philadelphia extremely rude a father trying to get home to sick kid missed flight
"@USAirways after 3 Cancelled Flightlations and a delay, causing me to miss connecting flight. Another night not being home. Thanks #pathetic",negative,after 3 cancelled flightlations and a delay causing me to miss connecting flight another night not being home thanks pathetic
“@SouthwestAir: @saysorrychris Can you follow back for a quick DM? ^SW”followed,neutral,can you follow back for a quick dm swfollowed
@united I miss the Continental days.,negative,i miss the continental days
@USAirways thank you very much.,positive,thank you very much
"@united I can tell you. Your airline has lost mine and my families business. 
This day and age message through Twitter travels fast.",negative,i can tell you your airline has lost mine and my families business this day and age message through twitter travels fast
@SouthwestAir Thank you - hung up after 1hr 7min on hold. Would you like me to DM you contact info?,negative,thank you hung up after 1hr 7min on hold would you like me to dm you contact info
"@SouthwestAir check the head of the plane, there has been dynamite placed onto it",neutral,check the head of the plane there has been dynamite placed onto it
"@USAirways stranded at BWI after two diversions. No cust service, no transport. Dumped here. Terrible customer service!",negative,stranded at bwi after two diversions no cust service no transport dumped here terrible customer service
@united Thanks for the reminder. It's been a fun ride. http://t.co/pPVA4Rch9f,positive,thanks for the reminder its been a fun ride
"@JetBlue You can pass that along to my wife, daughter, daughter's friend, my elderly mother-in-law.  They spent several hours waiting.",negative,you can pass that along to my wife daughter daughters friend my elderly motherinlaw they spent several hours waiting
@SouthwestAir 20 minutes on hold waiting is ridiculous......,negative,20 minutes on hold waiting is ridiculous
@USAirways so apparently all of your computers crashed at BWI?  Any update on when flights will be moving?,negative,so apparently all of your computers crashed at bwi any update on when flights will be moving
@united is it on a flight now? Thanks for reply.,neutral,is it on a flight now thanks for reply
@JetBlue flight 117. proud to fly Jet Blue!,positive,flight 117 proud to fly jet blue
@united When will that happen? It really confuses when the 1st content to come on the 6in screens is about how technology forward United is.,negative,when will that happen it really confuses when the 1st content to come on the 6in screens is about how technology forward united is
"@AmericanAir Flight Cancelled Flightled, can't go home until tomorrow. I could use dinner and a play, @AmericanAir! It's my first time in NYC.",negative,flight cancelled flightled cant go home until tomorrow i could use dinner and a play its my first time in nyc
@JetBlue no. Please stop.,negative,no please stop
"@united It wasn't full, I had plenty of time to go to the gate and check, plus with my status I should have gotten on!?!",negative,it wasnt full i had plenty of time to go to the gate and check plus with my status i should have gotten on
.@AmericanAir how about connecting me with a customer service rep? I'd rather speak to a person than a computer. Thanks!,negative,how about connecting me with a customer service rep id rather speak to a person than a computer thanks
@SouthwestAir why are the ticketing lines in Las Vegas so unorganized??  Mass craziness. Half of the ticketing stations unmanned.,negative,why are the ticketing lines in las vegas so unorganized mass craziness half of the ticketing stations unmanned
@JetBlue bag is supposedly here in Boston,negative,bag is supposedly here in boston
@united U kept passengers waiting all night 4 a plane that was being put out of service.  Leaving everyone stranded for night. #inexcusable,negative,u kept passengers waiting all night 4 a plane that was being put out of service leaving everyone stranded for night inexcusable
@united has an United flight ever been on time. #americanisbetter,negative,has an united flight ever been on time americanisbetter
@AmericanAir done. I hope you can offer something.,neutral,done i hope you can offer something
"@united yes, Thx! At 10:35 (landed at 9:20).",positive,yes thx at 1035 landed at 920
@AmericanAir customer service is terrible.Been waiting 6 weeks for a reply to an email. Not helpful at all and keep brushing off problems!,negative,customer service is terriblebeen waiting 6 weeks for a reply to an email not helpful at all and keep brushing off problems
@united it will be on a different airline.,negative,it will be on a different airline
@SouthwestAir I'm on the 110 lol has anyone arrived yet??,neutral,im on the 110 lol has anyone arrived yet
@AmericanAir thank you for NOT Cancelled Flighting all flights and putting my husbands life in danger driving in this weather. #safetyfirst,positive,thank you for not cancelled flighting all flights and putting my husbands life in danger driving in this weather safetyfirst
"@JetBlue Traveling with two kids tomorrow (ages 7 and 4) domestic, do they need birth certificates to check in at airport?",neutral,traveling with two kids tomorrow ages 7 and 4 domestic do they need birth certificates to check in at airport
@usairways is your clt departures delayed? Hoping I can make my connection after a lengthy take off delay and endless taxi-ing here at clt,negative,is your clt departures delayed hoping i can make my connection after a lengthy take off delay and endless taxiing here at clt
"@SouthwestAir @tbuccheriFRNC3E. It takes 13.5 hours to fly from Chicago to Beijing on United, and 12 to fly from Vegas to Omaha on SW...",neutral,it takes 135 hours to fly from chicago to beijing on united and 12 to fly from vegas to omaha on sw
@usairways I've called for 3 days and can't get thru. is there some secret method i can use that doesn't result in you hanging up on me?,negative,ive called for 3 days and cant get thru is there some secret method i can use that doesnt result in you hanging up on me
@AmericanAir I'm home &amp; only 9hr Late Flight.  No thanks to your service centre - their plan involved 4 flight legs all across NA and 2 full days..,negative,im home amp only 9hr late flight no thanks to your service centre their plan involved 4 flight legs all across na and 2 full days
@AmericanAir instead of putting the burden on your customers do the right thing and get more gate agents.,negative,instead of putting the burden on your customers do the right thing and get more gate agents
"@USAirways Flights 890 was the delay, Flight 5136 was my missed connection… Help!",negative,flights 890 was the delay flight 5136 was my missed connection help
"Still thinking, those PJs may have me sold @AmericanAir @momsgoodeats We'd #love to have you on board with us! @MandarinJourney here I come",positive,still thinking those pjs may have me sold wed love to have you on board with us here i come
@united YOU SUCK!,negative,you suck
"@AmericanAir Trying desperately to rebook my moms flight. Waited 10 hours for callback, got disconnected and they didn’t call back. #help",negative,trying desperately to rebook my moms flight waited 10 hours for callback got disconnected and they didnt call back help
@USAirways thanks,positive,thanks
@united your airline is a joke. 1 person working special services at EWR?!? Line is 15 ppl deep. GROW UP!,negative,your airline is a joke 1 person working special services at ewr line is 15 ppl deep grow up
@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(,negative,youre the best whenever i begrudgingly use any other airline im delayed and late flight
@AmericanAir Trying to get my flight changed through dallas. Calling your number just says thanks for calling and hangs up. Guess I'm stuck,negative,trying to get my flight changed through dallas calling your number just says thanks for calling and hangs up guess im stuck
@AmericanAir your customer service is a disgrace.,negative,your customer service is a disgrace
"@SouthwestAir can u follow so I can DM a confirmation number I need confirmed to Cancelled Flight?
I will call to confirm Monday for refund",neutral,can u follow so i can dm a confirmation number i need confirmed to cancelled flight i will call to confirm monday for refund
@SouthwestAir sent,neutral,sent
@USAirways I finally got through on the phone after a 2 hour wait time.,negative,i finally got through on the phone after a 2 hour wait time
"@AmericanAir flight from PHL to Austin Cancelled Flighted, headed to Houston, delayed, now have to pay to rent a car and drive 3 hrs to Austin",negative,flight from phl to austin cancelled flighted headed to houston delayed now have to pay to rent a car and drive 3 hrs to austin
@United can you help me get from IAH to SFO earlier tonight?,neutral,can you help me get from iah to sfo earlier tonight
@united no thank you,neutral,no thank you
@united happens every time in and out of Newark.,neutral,happens every time in and out of newark
Haha! @JetBlue: Our fleet's on fleek. http://t.co/KmaNLdQbh4”,negative,haha our fleets on fleek
@USAirways not patient - originally 11:51 and now 4:41.,negative,not patient originally 1151 and now 441
@USAirways the jetway because he felt I was disrespectful. I have never been treated this way particularly when I was trying to be a good c,negative,the jetway because he felt i was disrespectful i have never been treated this way particularly when i was trying to be a good c
@SouthwestAir you cx'ed almost the entire east coast flights All other planes are taking off any traveling fine I need to get to Nev ASAP,negative,you cxed almost the entire east coast flights all other planes are taking off any traveling fine i need to get to nev asap
@united - I think she was having a rough moment w/ a bad passenger from an earlier flight. Things got considerably better. Thanks!,positive,i think she was having a rough moment w a bad passenger from an earlier flight things got considerably better thanks
"@united hey, it's 4am, guess what I'm doing? Not sleeping! Why? Cause you care so little about your customers you let them sleep in airports",negative,hey its 4am guess what im doing not sleeping why cause you care so little about your customers you let them sleep in airports
"@united you need to retrain your flight attendants. Saying there is no more room for carry ons when there actually is, is not cool.",negative,you need to retrain your flight attendants saying there is no more room for carry ons when there actually is is not cool
@AmericanAir what are my chances of making a connection to El Paso (AA504) with DFW from SAT (AA200) delayed 30 minutes?,negative,what are my chances of making a connection to el paso aa504 with dfw from sat aa200 delayed 30 minutes
@united I'll make sure he's done that. Thanks for the help. This is a huge race for him and just trying to make sure it goes smoothly. Peace,positive,ill make sure hes done that thanks for the help this is a huge race for him and just trying to make sure it goes smoothly peace
"@AmericanAir 
Hello...My baggage has been lost in another city. Can anyone help me with this?",negative,hellomy baggage has been lost in another city can anyone help me with this
@usairways I have been on hold for over 3 hours.  Please help! http://t.co/tyXAZtMQ1U,negative,i have been on hold for over 3 hours please help
@AmericanAir and @iTunesMusic have put me in bad mood. I haven't been this angry since Spagnuolo coached the #Rams,negative,and have put me in bad mood i havent been this angry since spagnuolo coached the rams
"@AmericanAir will award me 50,000 air miles!!! Yes I am going to take a vacation! 
#thanksamericanairlines",positive,will award me 50000 air miles yes i am going to take a vacation thanksamericanairlines
@SouthwestAir we can let #bags flutter because we charge travelers that had to change dates #fullprice and we don't let them travel,negative,we can let bags flutter because we charge travelers that had to change dates fullprice and we dont let them travel
@USAirways I do but the real ? Is why your staff can behave offensively. Flight 699. Please look into it. Message me if you want particulars,negative,i do but the real is why your staff can behave offensively flight 699 please look into it message me if you want particulars
@AmericanAir been trying to speak to agent for 24hrs about my Cancelled Flightled flight but reps always busy. how do I get ahold of you?,negative,been trying to speak to agent for 24hrs about my cancelled flightled flight but reps always busy how do i get ahold of you
"@JetBlue I would like to communicate directly with a ""Customer Experience"" executive. Does Joanna Geraghty have an email address?",negative,i would like to communicate directly with a customer experience executive does joanna geraghty have an email address
@USAirways @AmericanAir any help regarding flights out of KPHL would be much appreciated,neutral,any help regarding flights out of kphl would be much appreciated
“@JetBlue: Our fleet's on fleek. http://t.co/Q16Xvwg0L6” .... I have to refrain what I want to say,neutral,our fleets on fleek i have to refrain what i want to say
@JetBlue This could be the beginning of a BLUEtiful relationship :) #lifeneedsfrosting,positive,this could be the beginning of a bluetiful relationship lifeneedsfrosting
"@JetBlue flight 99 to DCA 2 delays, I'm all for erring on the side of safety but it's an inconvenience to people with connecting flights!!",negative,flight 99 to dca 2 delays im all for erring on the side of safety but its an inconvenience to people with connecting flights
@united I understand ppl make mistakes but don't code something in a way that we can't get reimbursed when it's YOUR fault. Just blatant LIE,negative,i understand ppl make mistakes but dont code something in a way that we cant get reimbursed when its your fault just blatant lie
@AmericanAir thx for showing me that your Twitter appreciates me more than your employees. Sure another airline would like my $1300 #nohotel,negative,thx for showing me that your twitter appreciates me more than your employees sure another airline would like my 1300 nohotel
@united is UA938 still taking off at 9:05pm? I'm stuck on the tarmac on UA3462 waiting to get in.,negative,is ua938 still taking off at 905pm im stuck on the tarmac on ua3462 waiting to get in
@united Cool. Thank you.,positive,cool thank you
@united #LAX #sunrise UAL212 LAX-JFK,neutral,lax sunrise ual212 laxjfk
@AmericanAir my travel for tomorrow was Cancelled Flightled and then stupidly rebooked for tomorrow! I can't get through to reservations!,negative,my travel for tomorrow was cancelled flightled and then stupidly rebooked for tomorrow i cant get through to reservations
@SouthwestAir Suggestions: tell customers approximate wait times when they are on hold (50 min now...) and allow them to Cancelled Flight online!,negative,suggestions tell customers approximate wait times when they are on hold 50 min now and allow them to cancelled flight online
@USAirways Sitting on the runway at phl for the last 30 min because the correct weights for the flight aren't in the system? #jobfail,negative,sitting on the runway at phl for the last 30 min because the correct weights for the flight arent in the system jobfail
@united already missed connection... UA 495,negative,already missed connection ua 495
@USAirways No Problem - he was the only person in the airport who would help :),positive,no problem he was the only person in the airport who would help
@SouthwestAir Thanks. I did go through these motions shortly after my flight yesterday. I wonder how quickly flight attendants are notified.,positive,thanks i did go through these motions shortly after my flight yesterday i wonder how quickly flight attendants are notified
@AmericanAir you have let me down. Seriously. #unhappycustomer,negative,you have let me down seriously unhappycustomer
@USAirways any travel advisory coming for the Carolinas?  Bad weather!,neutral,any travel advisory coming for the carolinas bad weather
@AmericanAir can you help me update a birthday that was incorrectly input in a reservation? This is preventing me from checking in,neutral,can you help me update a birthday that was incorrectly input in a reservation this is preventing me from checking in
"@AmericanAir need assistance. very frustrated I can't reach reservations by phone. trying to book online &amp; get ""fare no longer avail"" msg",negative,need assistance very frustrated i cant reach reservations by phone trying to book online amp get fare no longer avail msg
@united can you help from there? UA4935 can't take off without missing galley cart that no one can find. Pax all seated for last hour.,negative,can you help from there ua4935 cant take off without missing galley cart that no one can find pax all seated for last hour
"@SouthwestAir I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",neutral,i have 2d and 3d embossed badges and patches superior to the ones you are currently using
@USAirways not impressed with your customer service. everyone has been unhelpful and incredibly rude.,negative,not impressed with your customer service everyone has been unhelpful and incredibly rude
"Can I put sun in my carry on? RT “@united: @ant_kneee Right now 0 would be a heat wave, so enjoy the warmth! Can you bring some home? ^JJ”",neutral,can i put sun in my carry on rt right now 0 would be a heat wave so enjoy the warmth can you bring some home jj
@AmericanAir At what e-mail adress can I send your CEO Mr. Doug Parker a letter that he hopefully reads?,neutral,at what email adress can i send your ceo mr doug parker a letter that he hopefully reads
@AmericanAir no worries even though I was talking about seat assignment :),positive,no worries even though i was talking about seat assignment
@SouthwestAir now I can't board thanks. You guys moved me to standby. I've been holding this boarding pass since 7pm yesterday,negative,now i cant board thanks you guys moved me to standby ive been holding this boarding pass since 7pm yesterday
@JetBlue any chance you will by this summer?,neutral,any chance you will by this summer
@USAirways has the worst customer service line.  I've called them 8 times today and not once was I able to talk to a real human being.,negative,has the worst customer service line ive called them 8 times today and not once was i able to talk to a real human being
@USAirways once again your company actualy put people in weird situations.Your hostel voucher was fake.Snow is ok but no lies please,negative,once again your company actualy put people in weird situationsyour hostel voucher was fakesnow is ok but no lies please
@united thnx!,positive,thnx
"@united the hotel you sent us to wouldnt take the voucher. Our flight was delayed, then Cancelled Flightled, then delayed again. 32 hours and counting",negative,the hotel you sent us to wouldnt take the voucher our flight was delayed then cancelled flightled then delayed again 32 hours and counting
@united @CheerTymeDad Gee that's like almost caring about ppl more than $$.  Think I'm more int in having a trusted adult w/ daughter .,neutral,gee thats like almost caring about ppl more than think im more int in having a trusted adult w daughter
@JetBlue Sent my suggestion and comments via the link provided..,neutral,sent my suggestion and comments via the link provided
@united they have access to the dial that makes it faster do they?,negative,they have access to the dial that makes it faster do they
.@united call my work and tell them it's your fault I'm Late Flight,negative,call my work and tell them its your fault im late flight
@JetBlue it seems almost inconceivable that sitting a 5 year old alone is considered okay. But this guy thinks so. http://t.co/q9n6NZYSpK,negative,it seems almost inconceivable that sitting a 5 year old alone is considered okay but this guy thinks so
@JetBlue you know it!!,neutral,you know it
@southwestair TREMENDOUS job. Atlanta Airport saw SW celebrate Mardi Gras. Another reason I'm nuts for you guys! http://t.co/8WBzOrRn3C,neutral,tremendous job atlanta airport saw sw celebrate mardi gras another reason im nuts for you guys
@united yes when I landed.,neutral,yes when i landed
@USAirways you are cutting into my pregame time.  Go @KentuckyMBB !!!!,negative,you are cutting into my pregame time go
"@united, this is the line in Denver to rebook due to weather issues. DO BETTER. http://t.co/tmccExYaaQ",negative,this is the line in denver to rebook due to weather issues do better
"@united Good evening, UA. Can you assist with an issue via DM?",neutral,good evening ua can you assist with an issue via dm
@united Why do I still not have my bags? They arrived @10AM &amp;website says they're still at the airport..2 1/2 hours Late Flightr???!! #nothappy,negative,why do i still not have my bags they arrived ampwebsite says theyre still at the airport2 12 hours late flightr nothappy
"@USAirways no. Other than being on my credit card statement, I have not received anything from you and so I have no way to look it up myself",negative,no other than being on my credit card statement i have not received anything from you and so i have no way to look it up myself
@SouthwestAir So I guess you can get to the airport too early!  Need to wait 10mins to checkin. Really?,negative,so i guess you can get to the airport too early need to wait 10mins to checkin really
@united the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error.,negative,the refund request functionality on is brokeni get a time out error
"@SouthwestAir - neveryamind I paid $450 for a flight. 250 for a new bag is easy for business class customers, right? http://t.co/vn3JJIa53O",negative,neveryamind i paid 450 for a flight 250 for a new bag is easy for business class customers right
@SouthwestAir has the best customer service!,positive,has the best customer service
@united should NOT sell tickets for @SilverAirways on http://t.co/onhXHCO6bK.  has terrible service and UA staff cannot reach Silver,negative,should not sell tickets for on has terrible service and ua staff cannot reach silver
@AmericanAir it's not about the delay.  It's about the communication.,negative,its not about the delay its about the communication
"@USAirways on the DL, send Ethan some new pants and some ""white revive"" laundry tabs. He's a great guy, good crew, he's just, err, single.",positive,on the dl send ethan some new pants and some white revive laundry tabs hes a great guy good crew hes just err single
@SouthwestAir how come on mobile I can't proceed w/o entering a postcode at purchase. I'm from Ireland and I don't have a postcode just.,neutral,how come on mobile i cant proceed wo entering a postcode at purchase im from ireland and i dont have a postcode just
@USAirways i dont need to check status of my flight because i was ON the plane and you had a door malfunction. Get it together!!,negative,i dont need to check status of my flight because i was on the plane and you had a door malfunction get it together
"@united yes, I've been waiting for four hours and no one has been able to help me.",negative,yes ive been waiting for four hours and no one has been able to help me
"@AmericanAir My reservation is on hold, not me.  Wish I was on hold but that's not possible with the phone issues at #americanair",negative,my reservation is on hold not me wish i was on hold but thats not possible with the phone issues at americanair
@AmericanAir due to road conditions,neutral,due to road conditions
@AmericanAir I was worried when my bag went SAN to DCA 24 hours before me. But our reunion was an organized  breeze! http://t.co/uOARyQ98PU,negative,i was worried when my bag went san to dca 24 hours before me but our reunion was an organized breeze
"@AmericanAir 
No one answers phone, delayed/Cancelled Flightled flights. Rude employees. You only get (I'm sorry, we apologize) blah blah blah. Bad",negative,no one answers phone delayedcancelled flightled flights rude employees you only get im sorry we apologize blah blah blah bad
@USAirways if I cant get through to reservations how can they take a look? 2+ hour hold times are not reasonable in any industry!,negative,if i cant get through to reservations how can they take a look 2 hour hold times are not reasonable in any industry
"@JetBlue I called jet blue to get an explanation, and make sure it would not happen in the future. I was told to write the fraud dept.",negative,i called jet blue to get an explanation and make sure it would not happen in the future i was told to write the fraud dept
@AmericanAir is rising like the sun at DCA this morning.  @NATCA members have the best view. #avgeek http://t.co/VAhdekVOKe,positive,is rising like the sun at dca this morning members have the best view avgeek
@united Slightly better. Crew spent a long time searching for better altitude. Would have helped to let pax in on why all the sharp drops.,negative,slightly better crew spent a long time searching for better altitude would have helped to let pax in on why all the sharp drops
@USAirways No speciifc email. 1500 character limit for complaints. Is AA/US customer complaints adopting the twitter model?,negative,no speciifc email 1500 character limit for complaints is aaus customer complaints adopting the twitter model
@USAirways I've been on hold for 41min. Just trying to change my reservation.,negative,ive been on hold for 41min just trying to change my reservation
@AmericanAir they don't even give an option to hold.. Just say lines are busy Plz try Late Flightr,negative,they dont even give an option to hold just say lines are busy plz try late flightr
@USAirways 1 1/2 hours on hold to customer service without anyone answering is more than ridiculous!,negative,1 12 hours on hold to customer service without anyone answering is more than ridiculous
"@AmericanAir Nope, I have not been rebooked.",negative,nope i have not been rebooked
@USAirways -beg to differ. 4 things booked wrong and still not fixed. Get your act together! #USAirSucks,negative,beg to differ 4 things booked wrong and still not fixed get your act together usairsucks
