Sentence,Sentiment,Cleaned_Sentence
@AmericanAir better do the right thing and take care of @Cowboycerrone or els you're losing business!!!!,negative,better do the right thing and take care of or els youre losing business
@SouthwestAir Adding RR number to a @Marriott stay is too hard. Won't take RR number at checkin/out and Marriott phone CS not helpful.,negative,adding rr number to a stay is too hard wont take rr number at checkinout and marriott phone cs not helpful
@JetBlue Thanks for taking me back home today despite Pandora's best efforts to Cancelled Flight the flight. #jetblue #backhome #noplacelikehome,positive,thanks for taking me back home today despite pandoras best efforts to cancelled flight the flight jetblue backhome noplacelikehome
@united can you help from there? UA4935 can't take off without missing galley cart that no one can find. Pax all seated for last hour.,negative,can you help from there ua4935 cant take off without missing galley cart that no one can find pax all seated for last hour
@AmericanAir been on hold to reserve award travel for over 1.5 hrs now. Anyone home?? Or is it a crazy weather issue? http://t.co/cEHrOeurC5,negative,been on hold to reserve award travel for over 15 hrs now anyone home or is it a crazy weather issue
@USAirways how do I find an email address regarding reativation of dividend miles. Nothing on website,negative,how do i find an email address regarding reativation of dividend miles nothing on website
@AmericanAir is rising like the sun at DCA this morning.  @NATCA members have the best view. #avgeek http://t.co/VAhdekVOKe,positive,is rising like the sun at dca this morning members have the best view avgeek
@united I have been given a connection with 2 overnight layovers. No vouchers. Last connection not even confirmed.,negative,i have been given a connection with 2 overnight layovers no vouchers last connection not even confirmed
@AmericanAir great job TYR ground crew...now let's get this bird outta here!!!  Tell flight 3200 to wait on me...be there in 45 mikes!,positive,great job tyr ground crewnow lets get this bird outta here tell flight 3200 to wait on mebe there in 45 mikes
@AmericanAir weather is unavoidable. Understaffing is controllable,negative,weather is unavoidable understaffing is controllable
"@united Yes. It was the airport person who told me the bag was still in Nashville, when I filed the claim. (1/2)",negative,yes it was the airport person who told me the bag was still in nashville when i filed the claim 12
@USAirways I would be on my way but   wether has delayed yet again.. Love the Charlotte ice storm!!  Good luck with mad customers,negative,i would be on my way but wether has delayed yet again love the charlotte ice storm good luck with mad customers
@JetBlue Learning about your awesome twitter management today in my Social Media Marketing class! keep up the good work! @SXU @PhD_Mama_,positive,learning about your awesome twitter management today in my social media marketing class keep up the good work
@USAirways look out for flying rocks this time! It's a bird it's a plane! Nah never mind it's just a rock...,positive,look out for flying rocks this time its a bird its a plane nah never mind its just a rock
@JetBlue Sent my suggestion and comments via the link provided..,neutral,sent my suggestion and comments via the link provided
@JetBlue Flight 136 departs 2:14 AM  Finally!!!  Arrived JFK with no psgrs at 5:39 PM.  That's a long flight. AKA BUS http://t.co/KfKjF1ZtGi,negative,flight 136 departs 214 am finally arrived jfk with no psgrs at 539 pm thats a long flight aka bus
@united meant changed planes - i hate seating over wing if u wanted I would have booked it - u will get formal complaint,negative,meant changed planes i hate seating over wing if u wanted i would have booked it u will get formal complaint
@AmericanAir check your DM please,neutral,check your dm please
@united #LAX #sunrise UAL212 LAX-JFK,neutral,lax sunrise ual212 laxjfk
@AmericanAir Nice to read it! Thank you very much!,positive,nice to read it thank you very much
@SouthwestAir link doesn't work,negative,link doesnt work
"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd",neutral,nice lofty view silverstatus
@USAirways it would be nice to just pull up to the gate. Still sitting here,negative,it would be nice to just pull up to the gate still sitting here
"@USAirways #686 is delayed due to tail winds and need to jump on #521 to SEA, leaving the same time this arrives. Is there a chance to hold?",negative,686 is delayed due to tail winds and need to jump on 521 to sea leaving the same time this arrives is there a chance to hold
@USAirways And it's 3:22 with no sign of boarding.... Can I please get another update?,negative,and its 322 with no sign of boarding can i please get another update
@SouthwestAir sadly didn't get much help ... As a travel agent this is so disappointing to me.,negative,sadly didnt get much help as a travel agent this is so disappointing to me
"@JetBlue if someone had bothered to inform us that the airport closed, that would have helped.",negative,if someone had bothered to inform us that the airport closed that would have helped
@JetBlue Found someone to ask. No answers. Landed almost 40 minutes ago.,negative,found someone to ask no answers landed almost 40 minutes ago
"@USAirways I know that, thanks. Evaluate further ;-) ... -Chairman",positive,i know that thanks evaluate further chairman
@usairways 4 flights in 48hrs &amp; I've had the same flight attendant for 3 of those flights. Freaky coincidence! Plus side she's great. :),positive,4 flights in 48hrs amp ive had the same flight attendant for 3 of those flights freaky coincidence plus side shes great
@SouthwestAir Unable to check in my flight. It says my itinerary is ineligible for checkin online. Go to counter. Very inconvenient!!!,negative,unable to check in my flight it says my itinerary is ineligible for checkin online go to counter very inconvenient
@JetBlue Just left #LaGuardia now...#Sunshine in a little over 2 hours,neutral,just left laguardia nowsunshine in a little over 2 hours
@SouthwestAir Is there anyway to pay more to get priority boarding A 1-15?,neutral,is there anyway to pay more to get priority boarding a 115
"@united broken light, 35 mins to get bridge to gate, airplane parked wrong , bathroom not emptied last night....your airline in last 3 hrs",negative,broken light 35 mins to get bridge to gate airplane parked wrong bathroom not emptied last nightyour airline in last 3 hrs
@AmericanAir why was my flight from Miami to Dallas Monday  rescheduled to Tuesday?,negative,why was my flight from miami to dallas monday rescheduled to tuesday
"@USAirways Flights 890 was the delay, Flight 5136 was my missed connection… Help!",negative,flights 890 was the delay flight 5136 was my missed connection help
"@AmericanAir after losing my bags for 4 days&amp;charging me $475 to""arrange pick up""in argentina,claiming tollfree: won't reimburse me. Help!",negative,after losing my bags for 4 daysampcharging me 475 toarrange pick upin argentinaclaiming tollfree wont reimburse me help
@AmericanAir customer service is terrible.Been waiting 6 weeks for a reply to an email. Not helpful at all and keep brushing off problems!,negative,customer service is terriblebeen waiting 6 weeks for a reply to an email not helpful at all and keep brushing off problems
@SouthwestAir why are yall trying to fly me to Chicago when I don't live there?! Send me home now!!!! Bullshit ass customer service,negative,why are yall trying to fly me to chicago when i dont live there send me home now bullshit ass customer service
"@JetBlue every time I look at the flight status, 30 more minutes is added to the delay. How about some points for trouble??",negative,every time i look at the flight status 30 more minutes is added to the delay how about some points for trouble
"@AmericanAir  They said it works 80-90% of the time, DFW security entrance C26. Before/after pre-check, whereas I paid for the service.",neutral,they said it works 8090 of the time dfw security entrance c26 beforeafter precheck whereas i paid for the service
@SouthwestAir Thank you - hung up after 1hr 7min on hold. Would you like me to DM you contact info?,negative,thank you hung up after 1hr 7min on hold would you like me to dm you contact info
@USAirways Waiting for my luggage on flight 1923. Is there a delay?,negative,waiting for my luggage on flight 1923 is there a delay
"Hey @united, this is your job, don't give me the safety spin. This is the same plane that broke on the original flight out. #unitedSucks",negative,hey this is your job dont give me the safety spin this is the same plane that broke on the original flight out unitedsucks
@USAirways No speciifc email. 1500 character limit for complaints. Is AA/US customer complaints adopting the twitter model?,negative,no speciifc email 1500 character limit for complaints is aaus customer complaints adopting the twitter model
@USAirways tells me to talk to @AmericanAir about my delayed flights. AA tells me to talk to US. #ihatemergers,negative,tells me to talk to about my delayed flights aa tells me to talk to us ihatemergers
"@SouthwestAir- ...was only less than 3500pts, but it helped. Had PartnerRewards incoming, but not fast enough to keep pts from expiring.",neutral,was only less than 3500pts but it helped had partnerrewards incoming but not fast enough to keep pts from expiring
"@united do u serve peanuts/nuts on yr flights yr policies r confusing contradictory advice Pls help #Anaphylaxis,will u ask those 2 refrain?",neutral,do u serve peanutsnuts on yr flights yr policies r confusing contradictory advice pls help anaphylaxiswill u ask those 2 refrain
"@SouthwestAir I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",neutral,i have 2d and 3d embossed badges and patches superior to the ones you are currently using
@JetBlue trivia contest to win flight. 1 question. RT and Follow &amp; I'll send you answer to enter. http://t.co/AucSYKFUHD via @WSJPlus,neutral,trivia contest to win flight 1 question rt and follow amp ill send you answer to enter via
@SouthwestAir is there a resource to check delays/Cancelled Flightlations out of Love Field? Flying out tomorrow am and stressed about weather! ❄️,neutral,is there a resource to check delayscancelled flightlations out of love field flying out tomorrow am and stressed about weather snowflake
@SouthwestAir @fly2midway 45 minute wait for my bags. Just what I needed on a Sunday night.,negative,45 minute wait for my bags just what i needed on a sunday night
@USAirways Thanks but when I asked for a change with no cost for you the only desition was nade by computer. Now is Late Flight,negative,thanks but when i asked for a change with no cost for you the only desition was nade by computer now is late flight
@USAirways &amp; @AmericanAir what are your weight restrictions for carry on luggage? Can find measurements but not weight restrictions. TIA,neutral,amp what are your weight restrictions for carry on luggage can find measurements but not weight restrictions tia
@JetBlue Airways to continue 'various commercial relationships' with #Lufthansa ... - @CAPA_Aviation http://t.co/vGqOihtRkH,neutral,airways to continue various commercial relationships with lufthansa
@JetBlue as a customer it feels like i should stick to airlines other than jet blue. I travel for my work for past 5 years never seen $70,negative,as a customer it feels like i should stick to airlines other than jet blue i travel for my work for past 5 years never seen 70
@AmericanAir - cluster continues-still on connecting instead of direct..bag charged and seats not together. #shafted,negative,cluster continuesstill on connecting instead of directbag charged and seats not together shafted
"@SouthwestAir thanks for the b day concert I watched them all (and noticed the fist bump/high five at the end of the ""rock"" version)",positive,thanks for the b day concert i watched them all and noticed the fist bumphigh five at the end of the rock version
@USAirways Thank you!!! This whole crew has rocked through bad weather and diversion. Pilot keeping us well informed. #customerservice,positive,thank you this whole crew has rocked through bad weather and diversion pilot keeping us well informed customerservice
@USAirways @SeanVRose Sean - keep in mind if you call...plan on being on hold for 3+ hours,negative,sean keep in mind if you callplan on being on hold for 3 hours
@AmericanAir No I do not have them yet. Called for baggage status 5 times yesterday.,negative,no i do not have them yet called for baggage status 5 times yesterday
@virginamerica spruce moose!,neutral,spruce moose
"@AmericanAir stranded for 24 hours in MIA, Patrick casimir has been the ONLY AA staff to apologize for the great inconvenience #unreal",negative,stranded for 24 hours in mia patrick casimir has been the only aa staff to apologize for the great inconvenience unreal
@united thnx!,positive,thnx
@united A Tourist Wonder: Super Tides and Tide of the Century at French and U.K coasts: http://t.co/gXdqORtsS0,neutral,a tourist wonder super tides and tide of the century at french and uk coasts
@united why do you hire POS pilots? Thanks for ruining my trip and not allowing me to see my buddy as he turns 30. #unitedsucksdick,negative,why do you hire pos pilots thanks for ruining my trip and not allowing me to see my buddy as he turns 30 unitedsucksdick
@AmericanAir I'm home &amp; only 9hr Late Flight.  No thanks to your service centre - their plan involved 4 flight legs all across NA and 2 full days..,negative,im home amp only 9hr late flight no thanks to your service centre their plan involved 4 flight legs all across na and 2 full days
"@USAirways , since jan 22 have been on 10 flights. Why the disrespect in CLT, flt #2063 at 2:50pm on 18feb to DCA? just asked herba question",negative,since jan 22 have been on 10 flights why the disrespect in clt flt 2063 at 250pm on 18feb to dca just asked herba question
@USAirways flight scheduled for 730pm...told at 150am that flight is Cancelled Flightled after sitting on cold plane for 2 hours.,negative,flight scheduled for 730pmtold at 150am that flight is cancelled flightled after sitting on cold plane for 2 hours
@SouthwestAir how do I get a companion pass,neutral,how do i get a companion pass
@SouthwestAir flights from sunny SFO delayed for hours and others Cancelled Flightled left and right with little updates. Any help @SouthwestAir?,negative,flights from sunny sfo delayed for hours and others cancelled flightled left and right with little updates any help
@SouthwestAir discount for three delays?,negative,discount for three delays
@united just 1 last thing. U guys shouldn't be charging $ for drinks on a transatlantic flight,negative,just 1 last thing u guys shouldnt be charging for drinks on a transatlantic flight
@AmericanAir thank you for NOT Cancelled Flighting all flights and putting my husbands life in danger driving in this weather. #safetyfirst,positive,thank you for not cancelled flighting all flights and putting my husbands life in danger driving in this weather safetyfirst
"@AmericanAir way to ruin a vacation, my brother has called all night and had multiple places in line only to get dead air on call back",negative,way to ruin a vacation my brother has called all night and had multiple places in line only to get dead air on call back
@USAirways my option is to use twitter. Most of the people working for u have no clue what they do. they tell you to go to A4 but its b16,negative,my option is to use twitter most of the people working for u have no clue what they do they tell you to go to a4 but its b16
@AmericanAir would also like say kind move on adding the points !,positive,would also like say kind move on adding the points
@USAirways Sitting on the runway at phl for the last 30 min because the correct weights for the flight aren't in the system? #jobfail,negative,sitting on the runway at phl for the last 30 min because the correct weights for the flight arent in the system jobfail
@united why are your SFO-&gt;BOS nonstop flights not competitively priced with those of JetBlue and Virgin? $179 vs $324. Identical times.,negative,why are your sfogtbos nonstop flights not competitively priced with those of jetblue and virgin 179 vs 324 identical times
@AmericanAir me because it might not be so urgent for you but it really is for me. (5),negative,me because it might not be so urgent for you but it really is for me 5
@AmericanAir been rebooked for tomorrow. You failed to put me on DL flight today despite my asking and available seat. DL still available,negative,been rebooked for tomorrow you failed to put me on dl flight today despite my asking and available seat dl still available
"@USAirways no. Other than being on my credit card statement, I have not received anything from you and so I have no way to look it up myself",negative,no other than being on my credit card statement i have not received anything from you and so i have no way to look it up myself
"@USAirways @AmericanAir as a Gold Dividends member, why can't I get anyone on phone to handle my Cancelled Flighted American flight tonight 😡",negative,as a gold dividends member why cant i get anyone on phone to handle my cancelled flighted american flight tonight enragedface
"@SouthwestAir Thanks for the terrible service! Stranded in MDW for 2 days, &amp; now can't find confirmation for rebooked flight from MKE.",negative,thanks for the terrible service stranded in mdw for 2 days amp now cant find confirmation for rebooked flight from mke
@USAirways great job today from your team with a challenging weather delay on flight 1925 out of Charlotte. #travel #friendlyteam,positive,great job today from your team with a challenging weather delay on flight 1925 out of charlotte travel friendlyteam
@USAirways - BOS -&gt; DCA delayed again. This needs to stop. I will be filing complaints with the FAA and Consumer Affairs,negative,bos gt dca delayed again this needs to stop i will be filing complaints with the faa and consumer affairs
@USAirways From here on out when I can at all I'm flying @Delta. Since when is a plane getting stuck in a drift for 2 hours a weather issue?,negative,from here on out when i can at all im flying since when is a plane getting stuck in a drift for 2 hours a weather issue
@USAirways Flight 830 CLT to Phl. I was 1st on list.Someone else got spot. Rude employee in coach. Wouldt give ID. Said he was cute red head,negative,flight 830 clt to phl i was 1st on listsomeone else got spot rude employee in coach wouldt give id said he was cute red head
.@SouthwestAir Thx for the follow up. Just sent DM,positive,thx for the follow up just sent dm
Looking forward to using Passbook when I fly  @SouthwestAir in a few weeks!,positive,looking forward to using passbook when i fly in a few weeks
@AmericanAir narrowly made standby...lots of snags this trip!,negative,narrowly made standbylots of snags this trip
@AmericanAir  that's what I am hoping for,neutral,thats what i am hoping for
"@JetBlue my mom always said to never settle. If your chips ain't blue, you just won't do.",neutral,my mom always said to never settle if your chips aint blue you just wont do
"@JetBlue lipstick on a pig still a pig. Ur new baggage claim @ SJU is a disaster. No chairs, 20 mins+ wait for baggage. #fail",negative,lipstick on a pig still a pig ur new baggage claim sju is a disaster no chairs 20 mins wait for baggage fail
"@united just give up.  Your service is terrible.  If I wasn't forced to use United on certain routes, I never would.",negative,just give up your service is terrible if i wasnt forced to use united on certain routes i never would
@SouthwestAir Almost 2 hours on hold now. I just need to Cancelled Flight a flight and get a refund. Other airlines are operating!,negative,almost 2 hours on hold now i just need to cancelled flight a flight and get a refund other airlines are operating
"@USAirways call dropped &amp; no call back...another 45min-hour for another rep. The worst CS ever, online, by phone &amp; in person.",negative,call dropped amp no call backanother 45minhour for another rep the worst cs ever online by phone amp in person
@united I will not be flying you again,negative,i will not be flying you again
@united u lost my bag and would not refund my bag fee? Does that make sense to you? And yes I already called cust svc. They said no.,negative,u lost my bag and would not refund my bag fee does that make sense to you and yes i already called cust svc they said no
@SouthwestAir @jparkermastin  customer service has been very passive in their response. Disappointed. I have only flown SW but am rethinking,negative,customer service has been very passive in their response disappointed i have only flown sw but am rethinking
@united we were able to get on the moon flight! Just got to our hotel in Puerto Rico! Thank you!,positive,we were able to get on the moon flight just got to our hotel in puerto rico thank you
@SouthwestAir are you kidding me?  I needed help yesterday. I'm now landed and waiting for my connection.  Never will I fly southwest again!,negative,are you kidding me i needed help yesterday im now landed and waiting for my connection never will i fly southwest again
@JetBlue Your scheduling skills failed. The delay went from four hours to nearly six. Don't tell me you were snowbound in PBI.,negative,your scheduling skills failed the delay went from four hours to nearly six dont tell me you were snowbound in pbi
"@united, Understandable. I did try Flight Booking Problems several times for 2 passengers &amp; got the messages I mentioned before. As for the agents price???",neutral,understandable i did try flight booking problems several times for 2 passengers amp got the messages i mentioned before as for the agents price
@united  your costumer service today in the Providence airport was sucked. Recommend your airline learn to check the weather and be honest,negative,your costumer service today in the providence airport was sucked recommend your airline learn to check the weather and be honest
@AmericanAir they did tell that our luggage stayed inside the plane ! Look this video http://t.co/YokkHHQcMP,negative,they did tell that our luggage stayed inside the plane look this video
@united on 4124 arriving two hours Late Flight into CLT. Now sitting on the tarmac while they move a plane from the gate. Unhappy customer.,negative,on 4124 arriving two hours late flight into clt now sitting on the tarmac while they move a plane from the gate unhappy customer
@SouthwestAir still there? I was posted up in Downtown waiting for y'all. On my way!,neutral,still there i was posted up in downtown waiting for yall on my way
"@USAirways sucks. Delayed my mom's flight 2X, Cancelled Flightled it, delayed her flight again today,all for mech. issues.She had 2 sleep in airport!",negative,sucks delayed my moms flight 2x cancelled flightled it delayed her flight again todayall for mech issuesshe had 2 sleep in airport
@United why can't you have an English/Spanish rep call me so we can locate my bag and resolve this issue?,negative,why cant you have an englishspanish rep call me so we can locate my bag and resolve this issue
@SouthwestAir so happy that you can finally put your #southwestairlines boarding pass into passbook! Makes life so much easier ✈️,positive,so happy that you can finally put your southwestairlines boarding pass into passbook makes life so much easier airplane
@SouthwestAir continues to prove to be the best airlines 💪,neutral,continues to prove to be the best airlines flexedbiceps
@USAirways link didn't work via Mobil.,negative,link didnt work via mobil
“@JetBlue: Our fleet's on fleek. http://t.co/Q16Xvwg0L6” .... I have to refrain what I want to say,neutral,our fleets on fleek i have to refrain what i want to say
@SouthwestAir we can let #bags flutter because we charge travelers that had to change dates #fullprice and we don't let them travel,negative,we can let bags flutter because we charge travelers that had to change dates fullprice and we dont let them travel
@united severely under staffed at Iah.,negative,severely under staffed at iah
@AmericanAir @nrosenb1 it says changes can't be made online,negative,it says changes cant be made online
@united Worst airline ever?,negative,worst airline ever
@VirginAmerica @ladygaga @carrieunderwood All were entertaining,neutral,all were entertaining
@USAirways I called more than 25 times to redeem mile points and can't get through.  You advertise the miles but make them very hard to use!,negative,i called more than 25 times to redeem mile points and cant get through you advertise the miles but make them very hard to use
@SouthwestAir Paid for in flight wifi from Austin to San Diego - wasn't useable. :/ Possible to get a refund? Conf #8X7XVM,negative,paid for in flight wifi from austin to san diego wasnt useable possible to get a refund conf 8x7xvm
"@united thanks for having no one to pilot my last two flights, and all but stranding me in Houston tonight.  Airlines are the absolute worst",negative,thanks for having no one to pilot my last two flights and all but stranding me in houston tonight airlines are the absolute worst
@united this is the second time my flights been Cancelled Flightled... Like really?,negative,this is the second time my flights been cancelled flightled like really
"@united has me #stranded (weather NOT to blame). 1hr+ hold to speak to an agent that doesn't understand the concept of time zones, thanks!",negative,has me stranded weather not to blame 1hr hold to speak to an agent that doesnt understand the concept of time zones thanks
@AmericanAir not having pillows or blankets or a flight home for 40 people does bad things to my hair,negative,not having pillows or blankets or a flight home for 40 people does bad things to my hair
@JetBlue How can I best track deals and special flight offers? I'm liking your international options...,neutral,how can i best track deals and special flight offers im liking your international options
"@AmericanAir -- This is after you Cancelled Flightled our flight into Buffalo because of ""weather"" and lied to us and said other airlines Cancelled Flightled",negative,this is after you cancelled flightled our flight into buffalo because of weather and lied to us and said other airlines cancelled flightled
@USAirways I've been on hold to change a date on a ticket for over 3 hours. Can someone please assist me? Unacceptable.,negative,ive been on hold to change a date on a ticket for over 3 hours can someone please assist me unacceptable
@USAirways only happened because u couldn't get us home the next day. #flydelta #flysouthwest #flyjetblue #theyareallbetter #stillnobags,negative,only happened because u couldnt get us home the next day flydelta flysouthwest flyjetblue theyareallbetter stillnobags
@AmericanAir I Cancelled Flightled my ticket and is taking two months ++ to refund and still waiting!,negative,i cancelled flightled my ticket and is taking two months to refund and still waiting
@SouthwestAir are ur flight still Cancelled Flight from nashville tn today and tomorrow to Dallas TX? I been waiting on phone to ur office for 40 min.,negative,are ur flight still cancelled flight from nashville tn today and tomorrow to dallas tx i been waiting on phone to ur office for 40 min
@USAirways will you fly me to somewhere warm? I'm tired of this snow! :(,negative,will you fly me to somewhere warm im tired of this snow
@USAirways UR employee named VAN @ ticket counter in #Philadelphia. EXTREMELY RUDE! a Father trying to get home to sick kid missed flight.,negative,ur employee named van ticket counter in philadelphia extremely rude a father trying to get home to sick kid missed flight
@united And there is no direct phone number for status match desk? I really regret Flight Booking Problems with @united now.,negative,and there is no direct phone number for status match desk i really regret flight booking problems with now
@AmericanAir well I'm flying @JetBlue instead - for free! Their credits actually work.,neutral,well im flying instead for free their credits actually work
@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE,neutral,atlantic ploughs a lone furrow in the middleeast
@united is it on a flight now? Thanks for reply.,neutral,is it on a flight now thanks for reply
"@AmericanAir Its the ABC's of PR, let your customers have the most info possible. Might want to go brush up on the basics...",negative,its the abcs of pr let your customers have the most info possible might want to go brush up on the basics
At the airport ready to get this @JetBlue red eye going.... Soooooo sleepy.  #NoPlaceLikeHome #eventhoughits2degreesathome,neutral,at the airport ready to get this red eye going soooooo sleepy noplacelikehome eventhoughits2degreesathome
"@SouthwestAir My bags are on the way to Chicago, without me! Help! I was confirmed for 2 flights and told there isn't room and I'm screwed.",negative,my bags are on the way to chicago without me help i was confirmed for 2 flights and told there isnt room and im screwed
@JetBlue how much longer to JFK open's I am a diabetic and I need sugar plane don't have nothing,negative,how much longer to jfk opens i am a diabetic and i need sugar plane dont have nothing
@USAirways now you have over 50 people in line. This is stupid!!! What the heck!,negative,now you have over 50 people in line this is stupid what the heck
"@USAirways comin in clutch and sending me to Charlotte then home, I h8 u @AmericanAir, except for Wayne u a real g #ThankJesus #ThankMe",negative,comin in clutch and sending me to charlotte then home i h8 u except for wayne u a real g thankjesus thankme
@USAirways #flight2031 the flight to Hell,negative,flight2031 the flight to hell
"@southwestair is your companion pass broken today? 
purchase.error.INVALID_LOYALTY_MEMBER_ACCOUNT_STATUS (SW900001-vyiL1XKlROG24fS-918j_A)",neutral,is your companion pass broken today purchaseerrorinvalidloyaltymemberaccountstatus sw900001vyil1xklrog24fs918ja
"@AmericanAir I am looking for help on USAirways award travel booked for wife and two boys, no seats assigned.",negative,i am looking for help on usairways award travel booked for wife and two boys no seats assigned
"@united you've been officially displaced by @DeltaAssist for better flight experience, pleasant cabin crew and timeliness. UA 1m switching!",negative,youve been officially displaced by for better flight experience pleasant cabin crew and timeliness ua 1m switching
@united Worst customer non-service for sure!,negative,worst customer nonservice for sure
@VirginAmerica I have lots of flights to book and your site it not working!!!! I've been on the phone waiting for over 10 minutes..........,negative,i have lots of flights to book and your site it not working ive been on the phone waiting for over 10 minutes
"@USAirways @AmericanAir at 9:05am after the plane left: ""why were there no agents and why were the doors closed so early?""",negative,at 905am after the plane left why were there no agents and why were the doors closed so early
@VirginAmerica thanks guys! Sweet route over the Rockies #airplanemodewason,positive,thanks guys sweet route over the rockies airplanemodewason
@USAirways My hubby has a 5hr layover in DFW fm the cxl'd flt. Pls help get him home sooner if you can! Any room on S/by 2 BWI or PHL today?,neutral,my hubby has a 5hr layover in dfw fm the cxld flt pls help get him home sooner if you can any room on sby 2 bwi or phl today
@united 4 open seats in 1st class on UA 2065. Way to honor your upgrade policy for freq flyers and/or honor an employee with an upgrade.,neutral,4 open seats in 1st class on ua 2065 way to honor your upgrade policy for freq flyers andor honor an employee with an upgrade
@united thank you. We are signed up for notifications. We shall watch and wait! ❄️❄️,neutral,thank you we are signed up for notifications we shall watch and wait snowflake snowflake
@united nope. Even better there were 4 seats. And due to W&amp;B first to raise hands got to move up. I wasn't fast enough.,positive,nope even better there were 4 seats and due to wampb first to raise hands got to move up i wasnt fast enough
"@JetBlue Traveling with two kids tomorrow (ages 7 and 4) domestic, do they need birth certificates to check in at airport?",neutral,traveling with two kids tomorrow ages 7 and 4 domestic do they need birth certificates to check in at airport
@SouthwestAir I have a flight on Sunday the 22nd to Columbus from Denver. I just got a travel alert on my southwest app. Is the rescheduling,neutral,i have a flight on sunday the 22nd to columbus from denver i just got a travel alert on my southwest app is the rescheduling
@SouthwestAir @DreSparkles Thank you! I finally made it to my destination,positive,thank you i finally made it to my destination
"@AmericanAir @americanairlines #BQONPA flight #1641 delayed from POS-MIA, missed #2214 MIA- ATL need seat on last flight to ATL.",negative,bqonpa flight 1641 delayed from posmia missed 2214 mia atl need seat on last flight to atl
@united followed you and DM'd you,neutral,followed you and dmd you
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/5t4FpCGREJ,neutral,s ceo battles to appease passengers and wall street waterbury republican american
@USAirways I do but the real ? Is why your staff can behave offensively. Flight 699. Please look into it. Message me if you want particulars,negative,i do but the real is why your staff can behave offensively flight 699 please look into it message me if you want particulars
"@USAirways on the DL, send Ethan some new pants and some ""white revive"" laundry tabs. He's a great guy, good crew, he's just, err, single.",positive,on the dl send ethan some new pants and some white revive laundry tabs hes a great guy good crew hes just err single
"@united ouch, delays due to mechanical issues again QRO will have to wait! Yall seem to be falling apart #alwaysdelayed #unitedfail",negative,ouch delays due to mechanical issues again qro will have to wait yall seem to be falling apart alwaysdelayed unitedfail
@USAirways hi there I am flying MYR-CLT-ORD tomorrow is weather looking ok or problematic?,neutral,hi there i am flying myrcltord tomorrow is weather looking ok or problematic
@USAirways thank you for correctly interpreting my last tweet as non sarcastic and delaying my flight again. YYZ Terminal 3 dance party?,negative,thank you for correctly interpreting my last tweet as non sarcastic and delaying my flight again yyz terminal 3 dance party
@USAirways Just contaced EYEWITNESS NEWS about the ripoff the Cancelled Flighted now they want me to pay,negative,just contaced eyewitness news about the ripoff the cancelled flighted now they want me to pay
@USAirways flight #654 sitting at JFK with delays for 3-1/2 hrs! No employees to load bags? #terrible,negative,flight 654 sitting at jfk with delays for 312 hrs no employees to load bags terrible
We didn't need this. RT @JetBlue: Our fleet's on fleek. http://t.co/cpZB285o71,negative,we didnt need this rt our fleets on fleek
@SouthwestAir Wasn't able to sit in my seat since the guy next to me was using it. #worstflightever #ideserveareward http://t.co/l7hSnLgie2,negative,wasnt able to sit in my seat since the guy next to me was using it worstflightever ideserveareward
@USAirways thanks for slowing the inbound plane down so that we didn't need to worry about 4438 EYW being Late Flight. Great holz ahead. Cheers! 😀,positive,thanks for slowing the inbound plane down so that we didnt need to worry about 4438 eyw being late flight great holz ahead cheers grinningface
@JetBlue Can you take @Cosmopolitan off your blacklist... trying to work :(,negative,can you take off your blacklist trying to work
@USAirways JUST LANDED flight 545. Any chance of making flight 5530 Phoenix to AUS,neutral,just landed flight 545 any chance of making flight 5530 phoenix to aus
Do less please @JetBlue,negative,do less please
"@SouthwestAir are bicycles that the 62"", 50lbs criteria free or bikes are automatically $75/each way? The FAQ page isn't very clear to me.",negative,are bicycles that the 62 50lbs criteria free or bikes are automatically 75each way the faq page isnt very clear to me
"@united your website is fucked up. Now instead of a $416 flight I should’ve had yesterday, it’s $514 today. Thanks.",negative,your website is fucked up now instead of a 416 flight i shouldve had yesterday its 514 today thanks
@SouthwestAir On hold with airline 45 min and counting. Service is terrible!,negative,on hold with airline 45 min and counting service is terrible
@united switched to fly united from delta for the past two trips and was very disappointed. Now my UA4646 on 2/23 is delayed by 3 hours!!,negative,switched to fly united from delta for the past two trips and was very disappointed now my ua4646 on 223 is delayed by 3 hours
"@USAirways trying to check in online for a flight tomorrow.  Tried computer, tablet, and phone.  got error message on all devices?",negative,trying to check in online for a flight tomorrow tried computer tablet and phone got error message on all devices
@JetBlue I had to call back five times to get someone on the phone who knew what they were doing. By that time my getaway went up by $200.,negative,i had to call back five times to get someone on the phone who knew what they were doing by that time my getaway went up by 200
@USAirways looks like you lost another customer  when you stranded @41CGQueen at CLT she vows never to fly with you again #smoothtransition,negative,looks like you lost another customer when you stranded at clt she vows never to fly with you again smoothtransition
@united is Late Flight again.  Everyone braved the weather and 40 passengers are waiting for a flight crew.  Really!,negative,is late flight again everyone braved the weather and 40 passengers are waiting for a flight crew really
