text,airline_sentiment
@USAirways not impressed with your customer service. everyone has been unhelpful and incredibly rude.,negative
@JetBlue PDX to JFK was suuuuper HOT.,positive
@USAirways sitting on the Tarmac waiting to deplane 40+ minutes. The level of service I've come to expect.,negative
@USAirways Please hold US1765 for me. Need to get home tonight before weather. Almost there.,neutral
@USAirways three hours on hold then disconnected. Conf EBHSET. Need to be home Sunday for interview,negative
@AmericanAir can you help me with a reservation? cant get through on the phone,negative
@united - 3 of 6 First seats open on UA5097. No upgrades processed. Gate agents @yyz said their too busy. Not cool http://t.co/6KpyhckA9l,negative
@AmericanAir it's not about the delay.  It's about the communication.,negative
@AmericanAir I would like to be reimbursed for my shuttle from Denver after #1080 diversion 6+ hours sitting in plane and mech problems,negative
@USAirways No Problem - he was the only person in the airport who would help :),positive
@USAirways of course weather was a joke 43 beats 5 degrees in PHL! ⛄️☀️,neutral
talked to a @JetBlue manager and she offered we pay 3X's in cash what we originally paid #nothanks #jetblue #ripoff #flyunited,negative
@SouthwestAir Leave BUR ten minutes Late Flight and arrive in SJC a minute before we were supposed to... Impressed! #gettingbetter 👍,positive
@JetBlue I have a disabled seat in row 6 do I get to board earlier?,neutral
"@AmericanAir It's our honeymoon,I paid extra business. I was sitting next to my bride, you bumped me because of status. Disgusted",negative
"@JetBlue flight 99 to DCA 2 delays, I'm all for erring on the side of safety but it's an inconvenience to people with connecting flights!!",negative
@united I hope so too :),positive
@SouthwestAir Flight 3056. Only an hour long but one of the best flights I've ever had. Kudos to flight crew and airline in general.,positive
"@USAirways my wife is trying to check in for a flight tonight out of RSW...website not allowing, saying must go to airport... [Part 1 of 2]",negative
@JetBlue no. come on.,neutral
"@AmericanAir not only did you Cancelled Flight our flight from JFK and delay us by 29 hours, you've now lost 2 of our bags. Worst airline ever.",negative
@united @paigeworthy : page United values your tweet b/c it's so rare that they receive tweets complimenting their service...most are fake.,neutral
"@united no, I have a pricey Chase Mileage Plus CC.",neutral
@AmericanAir I tried that &amp; they have been disrespectful not professional &amp; my 2nd flight been Cancelled Flighted I have to get home for a surgeryHELP,negative
@SouthwestAir baggage woman said it was in Blatimore and would be on a plane this morning. Now they can't find it. WTF!???,negative
@united I think we both have the same status (nothing). I think there was a bug in your search system.,negative
@AmericanAir that's what is on my ticket and my confirmation email. Anything else?,neutral
@United. What's going on with UA 236?  outbound flight last thurs was delayed 4hrs How long will this delay be? #worst2unitedflightsever,negative
@united thanks for listening! I definitely was not the only person in line who thought it was absurd.,positive
@SouthwestAir Thank you.,neutral
"@united Death in the family cannot make flight tomorrow. Phone rep quoted $440 per person fee, which is almost the cost of ticket. Help?",neutral
@SouthwestAir Not your finest moment in Boston right now!,negative
@united I have 8 flights with you in the next two weeks :) let's make some good memories!,positive
@united you know what would be awesome? Providing us with complimentary entertainment on your flights. Especially those longer than 6 hours.,neutral
"@AmericanAir I fail to see how telling a caller that a bag may take ""18 hours"" to get from JFK to Brooklyn is ""the best we can""",negative
@AmericanAir waiting for you to pick up... Coming up on 3 hours now... http://t.co/nOPq5xIsbS,negative
"@united, any options to cos tonight? Doesn't look like #UA5525 will make it in time for #UA6259. Should I reserve a hotel room?",negative
@USAirways how is it that my flt to EWR was Cancelled Flightled yet flts to NYC from USAirways are still flying?,negative
@AmericanAir guess that's what I get for bragging on you. I fly you by choice unlike others who fly because they don't have other options JS,negative
"OMGee!!! @JetBlue #OnFleek Why @JetBlue Why?!? 😭😁😆😵 How many people even know what that means, lol?",neutral
“@JetBlue: Our fleet's on fleek. http://t.co/RkwugmanM9” lmao you know a white person said this,neutral
"@JetBlue we saw one, he was as useless as the tsa agents who inspected my shoes",negative
@AmericanAir thx for nothing on getting us out of the country and back to US. Broken plane? Come on. Get another one.,negative
@usairways app is the worst one for airlines. Can't do anything once your original flight time has gone by. Useless.,negative
"@united thank you so much, that helps a ton. Whoever is on this Twitter acct today deserves a handshake and a hot chocoLate Flight. #problemsolvers",positive
@AmericanAir Thank you. It's much appreciated. We have been on the plane for 90 min now at the gate.,positive
@SouthwestAir is there any estimate on when the holding for you online will end? I'm at an hour and forty minutes now. I need to rebook!!!,negative
@united been sitting on this plane 3:15 unreal. When will my 2+ day nightmare end?,negative
"@united worst AIRLINE 
BEWARE THEY DO NOT MAINTAIN THERE PLAIN 
BEEN ON THE RUNWAY THE PAST 4 HOURS!!!/",negative
@SouthwestAir Supposed to take off almost 2 hours ago....#vacationfail #frozenwater? #gettingimpatient #theycouldatleastofferfreebooze,negative
"@AmericanAir Where are your tickets offices in Boston? Impossible to book by phone or use vouchers on website, what a headache. PLEASE HELP!",negative
@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.,negative
@JetBlue You respond to complaints about cultural appropriation with more of it!?  You're  now below Spirit Airlines on my fly list.,negative
@united Not sure what you are talking about. She is going on nonstop flights. SNA to SFO and then SFO to EWR.,negative
@JetBlue Thank you for opening the conversation.  I hope you can make it right.,neutral
"@SouthwestAir delayed twice now Cancelled Flighted...sent complaint email, yet no response.  Need an explanation pls. #notsatisfied #smh #unhappy",negative
@jetblue is giving me false hope of ever getting home,negative
@SouthwestAir pleaseeee resume direct flights from FLL to PHL. I don't want to fly with anyone else 😩😫😢,negative
@USAirways what is the baggage allowance on flights from Glasgow to the US?  Thanks,neutral
@USAirways You guys are screwing up my trip. Thanks for nothing. #lazy,negative
@JetBlue full the six of us had to leave flight. And now have to wait a whole day to get a flight and my kids will miss school.,negative
@JetBlue #jetblue #sofly #wish #firststari seetonight http://t.co/pyJAoayNx6,neutral
@SouthwestAir I was not the one traveling. I was asking for my sister who was waiting on my nephew in Midland...flight eventually landed,neutral
"@JetBlue CEO's challenge: appease passengers, Wall Street - The Columbian http://t.co/pG96ys9aSW",neutral
@JetBlue in the sky on flight 833 from BOS to SFO. Awesome crew! Helene rocks!,positive
@USAirways That link doesn't work on mobile.,negative
@JetBlue Jan 5? That's not summer http://t.co/TpzhjX7Hbt,negative
@AmericanAir @USAirways She's on Manch to Charlotte Fl 4628 Told her she could get on a 4pm flight to West Palm Beach. Nothing earlier?,neutral
"@JetBlue Cancelled Flightling flights, sending out tickets, then not telling the buyer... #jetblue how is that allowed?",negative
@united Couldn't use the confirmed upgd cert you gave me b/c you decided to sell anyone a biz seat for $299. Why do you bother giving them?,negative
@united thanks for ruined my vacation for having poorly maintained aircrafts that can’t fly safely out of STT. #UA1481 #Cancelled Flightledflight,negative
@JetBlue great will do once I land in JFK,positive
@united recent services have been very bad. My NC trip was aweful. Very disappointed and never again.,negative
"@JetBlue What's up with delays to and from Boston today? My sister is trying to go home, and bro-in-law trying to come to RDU. Craziness!",negative
@united - could you please send me a phone # to the refunds department?  We have submitted our claim through email without success.,negative
@USAirways it's not like I'm trying to leave earlier just for fun. I don't want to get stuck in DC if we have bad weather in RDU.,negative
@AmericanAir why thank you!! Yayayay!!,positive
@AmericanAir I fly weekly with you and haven't seen one,negative
@AmericanAir Yes I am. 2495/1170. RNO departure at 1229 on 2/25 w/connection at DFW to LGA. I can do the 1120am to LAX and then to JFK,negative
@SouthwestAir stop Cancelled Flighting my flight I have US history tests to take and chemistry things to learn do you not understand!!!!!!!!!,negative
@JetBlue I'm trying to add my 2012 flights to my Badges account but i don't see an option. Help plz?,negative
@united no I don't. Spoke with baggage contact at 1-800 number. Said they will try to get bags to stay at IAD for pick up tmrw,negative
@USAirways @noltnancy What will be is a what may be...what is...sucks. #fail,negative
@united thanks,positive
"@JetBlue this is ridiculous we are on 1.5 hours coming up of waiting to deplane, there are are newborns on board",negative
@united can you help me with a delayed flight as im going to miss my connection?,negative
@united on 768 to Logan - boarding gong show due to lax carry on enforcement. Bins full of coats = no room for bags. U need a better system!,negative
@JetBlue I can't do that flight. I need a Late Flightr one! I need you to change my flight. You guys changed it and now I can't do that time!,negative
@united 8 hours Late Flightr and I'm siting on another plane waiting to leave. I think a credit is in order for this terrible service!,negative
"@AmericanAir Thank you, you too!",positive
@united 45 minutes after arrival and no bags for most people. UA469 from den to ewr. How long should we wait until a ual rep comes here?,negative
"@AmericanAir 
Hello...My baggage has been lost in another city. Can anyone help me with this?",negative
@SouthwestAir flight to Atlanta getting Cancelled Flightled and then had to re schedule on the phone for over 1.5 hours with a rep this bumping us,negative
"@JetBlue I flew to San Francisco from Fort Lauderdale with you last year, had a fantastic time so would like to go back !",positive
@united Just let the employees know that good service and a kind attitude towards customers is vital in this kind of business. Thanks,negative
@USAirways so you don't have a pilot now for #clt ✈ #ord for at least another hour. Why on earth would you board the plane? Makes no sense!,negative
@SouthwestAir @BernhardtJH I did eventually get through but that flight Cancelled Flightled.  Decided to drive but gave up holding to process refund,negative
@SouthwestAir I will be writing in about the service via email. My company also transports well over 100 clients monthly via SW.,neutral
@USAirways the voucher you give us for a hotel is useless you call the number they say no rooms available what do you expect me to do?,negative
RT “@JetBlue: Our fleet's on fleek. http://t.co/FRAqDPKyga” @hellobrittNEY_,neutral
"@JetBlue @courteroy LOLZ. ""On Fleek""",neutral
@united Please than Robin at EWR Premiere Desk for helping me get on a an earlier flight. She did the work.  Huge thanks.,positive
@JetBlue 2:55 tomorrow from RIC to BOS. Looking good or am I better rescheduling?,neutral
"@united hey, it's 4am, guess what I'm doing? Not sleeping! Why? Cause you care so little about your customers you let them sleep in airports",negative
@SouthwestAir ugh kicking myself for missing out on #destinationdragons. I need some @Imaginedragons back in my life  http://t.co/sbEhi46bMk,neutral
@SouthwestAir   Thanks,positive
"“@JetBlue: @Ruth_Slobodin Why not? We'd sure love to see you, Ruth! #JustDoIt #YouKnowYouWantTo ;)” you know me too well 💘",positive
"@united We were told by United to ""carry over/carry back"" for the refund.",neutral
@SouthwestAir while you clearly didn't care about our troubles yday thought I'd share bags took &gt;90min and came back absolutely drenched..,negative
"@USAirways @AmericanAir you should partner w/ a different hotel in PHL, the clarion is proving to be very difficult &amp; not customer friendly",negative
@USAirways I've been on hold for 41min. Just trying to change my reservation.,negative
"@AmericanAir already did- reply was ""sorry. we believe this to be fair."" as a journalist writing an article on my trip i will include this",neutral
@AmericanAir 4th flight rebooked to is NOT Cancelled Flighted! Woo-hoo. Going to make it to @LaGuardiaAir,negative
@SouthwestAir finally boarded. Looks like I'll make it to my final destination but my baggage won't # baggagefail #bagsflyfreebutnotwithme,negative
@USAirways @AmericanAir explain how come I can get a free upgrade on US as an exe plat but not exit row seating w/out paying. confused,neutral
@VirginAmerica @madbee95 check the website before you go to the airport!,neutral
"@united bagage which i take to in the cabin i dont need to check-in,correct?",neutral
@SouthwestAir rules.,positive
@USAirways more like USDELAY-ways. Another long 'paperwork' reLate Flightd delay - Friday in Charlotte. Today in Philly. #letsgoalready,negative
@united My favorite way to travel! Thank you! http://t.co/vGN2X1ckg0,positive
"@AmericanAir Believe me, I understand. Flight #2955. Was originally booked for Sunday. Flight was Cancelled Flighted and rescheduled for today.",negative
@USAirways just now but no general announcement,neutral
@AmericanAir on hold again....estimated 2 hr hold,negative
@SouthwestAir flt 3260 out of mht. Have fun with my kids and grandkids 10 of them!!  Jack says hi! http://t.co/BHOOiyT6ZQ,neutral
@united I used to be a committed #ContinentalAirlines flyer until merger. I remember now why I switched to @SouthwestAir #CommunicationFail,negative
@USAirways I did at 7 pm! Still no bag..,negative
@USAirways lost our luggage. #yay,negative
@VirginAmerica  how are you gonna have a deal from Dallas to DC but no deal from DC to Dallas? #sad,negative
@SouthwestAir we've now lost a whole day of our honeymoon... Very disappointed and frustrated with everything.,negative
@USAirways Know what I like about gate 35X @NationalAirpor ? Nothin.I like nothin bout yo #ghettofab gate #USAirways http://t.co/mAqw2nLNiU,negative
"@JetBlue upset with the lack of communication we've received for our ""on time"" flight 1170 out of MCO",negative
@united we still need help. Hung up on twice. Customer service rep said there is no way to help between the gate rep and phone rep.,negative
@SouthwestAir would you be willing to help me surprise my bestfriend with tickets to go see @Imaginedragons? #DestinationDragons Gracias!,neutral
@AmericanAir is there not an email address I can send my issue to? you guys screwed up and rebooked my flight to the wrong day!  please help,negative
@SouthwestAir thank you for the confirmation. Maybe people on my flight have directional dislexia.,positive
@SouthwestAir Tell me the secrets to flying high #RedCarpet,neutral
"@united Got rebooked on AA.  One question though, do you automatically refund the check baggage fees for flight that was Cancelled Flightled?",negative
@SouthwestAir  what is the status on flight#122 STL-AUS?,neutral
@united @CheerTymeDad Gee that's like almost caring about ppl more than $$.  Think I'm more int in having a trusted adult w/ daughter .,neutral
"@USAirways I need help. In air on #717 to CLT from PHL. Conf: D1MQF5 Need confirmed on #1776 to BNA at 10:30. Been bumped all day, need home",negative
"@SouthwestAir change your hold music, going on hour 3 and i'm about to loose it",negative
@SouthwestAir to start 2xdaily #B737-700 flights from #Columbus OH to #Boston @BostonLogan on 8AUG #avgeek,neutral
@SouthwestAir do we get to pick which @Imaginedragons show? #DestinationDragons,neutral
@united Y do U not reply to customer refund forms??????????? #unitedairlines,negative
"@AmericanAir When Flight Booking Problems an int'l flight online, do I have to provide a passport number when Flight Booking Problems or just when I arrive at airport?",neutral
@AmericanAir stuck on the tarmac in CLT because the our gate is not open. Hope I don't miss my connection.... #logistics #AmericanView,negative
"@USAirways the kind gentleman at the gate tells me to ""go left"" to get my hotel voucher at the ticket gate. Took about 20min to get there",negative
"@united thanks, just sent :)",positive
@JetBlue of course I am!!✈️,neutral
@united messaged you as requested- and called your baggage team again. It's STILL in Newark. please help or let me know next steps!!,negative
@USAirways trying to book award travel leaving on red-eye Sunday night after midnight. Should I book the date in Sunday or Monday?,neutral
@SouthwestAir opened online applications for Fall 2015 intern positions throughout the company.  Apply via https://t.co/GmL7ot3IMH,neutral
@JetBlue There's just so many choices for y'all south of the border and I know not every airline is equal - lowest price != best value. ;),positive
@AmericanAir I have a Cancelled Flighted flight tomorrow morning and the 800 number did nothing! Please! I just want to go home!,negative
@USAirways I have never been given a number for elite for usair. Only AA. I waited for 3 hours for an answer and by then my seat was gone.,negative
@AmericanAir I bet they do! I'm sure they have some form of wear and tear on their skin. I hope they will survive the rest of the winter xxx,neutral
@AmericanAir all I want is to know what to do regarding my connecting flights since my 1st is Cancelled Flightled. Could you be of assistance?,negative
Hey @united you've upgraded me on a 10 hour International flight. I forgive you :-) thank you!,positive
@SouthwestAir  I will dm you now,neutral
@united has an United flight ever been on time. #americanisbetter,negative
@united is it possible to add a Known Traveler Number to my ticket after Flight Booking Problems?,neutral
@USAirways your app sucks balls compared to @AmericanAir,negative
"@USAirways awesome! And yes, @UpInAirClaire is!",positive
@JetBlue April 6th. Anything specific I should know for my first flight?,neutral
@AmericanAir you set a schedule try and keep it !!! #AAALWAYSLate Flight,neutral
@JetBlue they couldn't do it sun then it was supposed to be mon after 6pm then today from 11 to 3 then from 6 to 8,negative
"@USAirways Storm or no storm, your customer service is a joke. 6 hour wait time to speak to someone? I will never fly your airline again.",negative
"@JetBlue Clients got ZERO, in 32 years career never thought this was possible.2 suitcases worth thousands of $$ in Italian clothing robbed.",negative
"@SouthwestAir has grounded 2 flights b/c of equipment problems &amp; been rude to my wife, traveling alone w/our 2 young kids.  never again.",negative
"@AmericanAir Oh, and losing my luggage #ridiculous # angrybird # where'smybag",negative
@usairways I've called for 3 days and can't get thru. is there some secret method i can use that doesn't result in you hanging up on me?,negative
@AmericanAir better do the right thing and take care of @Cowboycerrone or els you're losing business!!!!,negative
@SouthwestAir Adding RR number to a @Marriott stay is too hard. Won't take RR number at checkin/out and Marriott phone CS not helpful.,negative
@JetBlue Thanks for taking me back home today despite Pandora's best efforts to Cancelled Flight the flight. #jetblue #backhome #noplacelikehome,positive
@united can you help from there? UA4935 can't take off without missing galley cart that no one can find. Pax all seated for last hour.,negative
@AmericanAir been on hold to reserve award travel for over 1.5 hrs now. Anyone home?? Or is it a crazy weather issue? http://t.co/cEHrOeurC5,negative
@USAirways how do I find an email address regarding reativation of dividend miles. Nothing on website,negative
@AmericanAir is rising like the sun at DCA this morning.  @NATCA members have the best view. #avgeek http://t.co/VAhdekVOKe,positive
@united I have been given a connection with 2 overnight layovers. No vouchers. Last connection not even confirmed.,negative
@AmericanAir great job TYR ground crew...now let's get this bird outta here!!!  Tell flight 3200 to wait on me...be there in 45 mikes!,positive
@AmericanAir weather is unavoidable. Understaffing is controllable,negative
"@united Yes. It was the airport person who told me the bag was still in Nashville, when I filed the claim. (1/2)",negative
@USAirways I would be on my way but   wether has delayed yet again.. Love the Charlotte ice storm!!  Good luck with mad customers,negative
@JetBlue Learning about your awesome twitter management today in my Social Media Marketing class! keep up the good work! @SXU @PhD_Mama_,positive
@USAirways look out for flying rocks this time! It's a bird it's a plane! Nah never mind it's just a rock...,positive
@JetBlue Sent my suggestion and comments via the link provided..,neutral
@JetBlue Flight 136 departs 2:14 AM  Finally!!!  Arrived JFK with no psgrs at 5:39 PM.  That's a long flight. AKA BUS http://t.co/KfKjF1ZtGi,negative
@united meant changed planes - i hate seating over wing if u wanted I would have booked it - u will get formal complaint,negative
@AmericanAir check your DM please,neutral
@united #LAX #sunrise UAL212 LAX-JFK,neutral
@AmericanAir Nice to read it! Thank you very much!,positive
@SouthwestAir link doesn't work,negative
"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd",neutral
@USAirways it would be nice to just pull up to the gate. Still sitting here,negative
"@USAirways #686 is delayed due to tail winds and need to jump on #521 to SEA, leaving the same time this arrives. Is there a chance to hold?",negative
@USAirways And it's 3:22 with no sign of boarding.... Can I please get another update?,negative
@SouthwestAir sadly didn't get much help ... As a travel agent this is so disappointing to me.,negative
"@JetBlue if someone had bothered to inform us that the airport closed, that would have helped.",negative
@JetBlue Found someone to ask. No answers. Landed almost 40 minutes ago.,negative
"@USAirways I know that, thanks. Evaluate further ;-) ... -Chairman",positive
@usairways 4 flights in 48hrs &amp; I've had the same flight attendant for 3 of those flights. Freaky coincidence! Plus side she's great. :),positive
@SouthwestAir Unable to check in my flight. It says my itinerary is ineligible for checkin online. Go to counter. Very inconvenient!!!,negative
@JetBlue Just left #LaGuardia now...#Sunshine in a little over 2 hours,neutral
@SouthwestAir Is there anyway to pay more to get priority boarding A 1-15?,neutral
"@united broken light, 35 mins to get bridge to gate, airplane parked wrong , bathroom not emptied last night....your airline in last 3 hrs",negative
@AmericanAir why was my flight from Miami to Dallas Monday  rescheduled to Tuesday?,negative
"@USAirways Flights 890 was the delay, Flight 5136 was my missed connection… Help!",negative
"@AmericanAir after losing my bags for 4 days&amp;charging me $475 to""arrange pick up""in argentina,claiming tollfree: won't reimburse me. Help!",negative
@AmericanAir customer service is terrible.Been waiting 6 weeks for a reply to an email. Not helpful at all and keep brushing off problems!,negative
@SouthwestAir why are yall trying to fly me to Chicago when I don't live there?! Send me home now!!!! Bullshit ass customer service,negative
"@JetBlue every time I look at the flight status, 30 more minutes is added to the delay. How about some points for trouble??",negative
"@AmericanAir  They said it works 80-90% of the time, DFW security entrance C26. Before/after pre-check, whereas I paid for the service.",neutral
@SouthwestAir Thank you - hung up after 1hr 7min on hold. Would you like me to DM you contact info?,negative
@USAirways Waiting for my luggage on flight 1923. Is there a delay?,negative
"Hey @united, this is your job, don't give me the safety spin. This is the same plane that broke on the original flight out. #unitedSucks",negative
@USAirways No speciifc email. 1500 character limit for complaints. Is AA/US customer complaints adopting the twitter model?,negative
@USAirways tells me to talk to @AmericanAir about my delayed flights. AA tells me to talk to US. #ihatemergers,negative
"@SouthwestAir- ...was only less than 3500pts, but it helped. Had PartnerRewards incoming, but not fast enough to keep pts from expiring.",neutral
"@united do u serve peanuts/nuts on yr flights yr policies r confusing contradictory advice Pls help #Anaphylaxis,will u ask those 2 refrain?",neutral
"@SouthwestAir I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",neutral
@JetBlue trivia contest to win flight. 1 question. RT and Follow &amp; I'll send you answer to enter. http://t.co/AucSYKFUHD via @WSJPlus,neutral
@SouthwestAir is there a resource to check delays/Cancelled Flightlations out of Love Field? Flying out tomorrow am and stressed about weather! ❄️,neutral
@SouthwestAir @fly2midway 45 minute wait for my bags. Just what I needed on a Sunday night.,negative
@USAirways Thanks but when I asked for a change with no cost for you the only desition was nade by computer. Now is Late Flight,negative
@USAirways &amp; @AmericanAir what are your weight restrictions for carry on luggage? Can find measurements but not weight restrictions. TIA,neutral
@JetBlue Airways to continue 'various commercial relationships' with #Lufthansa ... - @CAPA_Aviation http://t.co/vGqOihtRkH,neutral
@JetBlue as a customer it feels like i should stick to airlines other than jet blue. I travel for my work for past 5 years never seen $70,negative
@AmericanAir - cluster continues-still on connecting instead of direct..bag charged and seats not together. #shafted,negative
"@SouthwestAir thanks for the b day concert I watched them all (and noticed the fist bump/high five at the end of the ""rock"" version)",positive
@USAirways Thank you!!! This whole crew has rocked through bad weather and diversion. Pilot keeping us well informed. #customerservice,positive
@USAirways @SeanVRose Sean - keep in mind if you call...plan on being on hold for 3+ hours,negative
@AmericanAir No I do not have them yet. Called for baggage status 5 times yesterday.,negative
@virginamerica spruce moose!,neutral
"@AmericanAir stranded for 24 hours in MIA, Patrick casimir has been the ONLY AA staff to apologize for the great inconvenience #unreal",negative
@united thnx!,positive
@united A Tourist Wonder: Super Tides and Tide of the Century at French and U.K coasts: http://t.co/gXdqORtsS0,neutral
@united why do you hire POS pilots? Thanks for ruining my trip and not allowing me to see my buddy as he turns 30. #unitedsucksdick,negative
@AmericanAir I'm home &amp; only 9hr Late Flight.  No thanks to your service centre - their plan involved 4 flight legs all across NA and 2 full days..,negative
"@USAirways , since jan 22 have been on 10 flights. Why the disrespect in CLT, flt #2063 at 2:50pm on 18feb to DCA? just asked herba question",negative
@USAirways flight scheduled for 730pm...told at 150am that flight is Cancelled Flightled after sitting on cold plane for 2 hours.,negative
@SouthwestAir how do I get a companion pass,neutral
@SouthwestAir flights from sunny SFO delayed for hours and others Cancelled Flightled left and right with little updates. Any help @SouthwestAir?,negative
@SouthwestAir discount for three delays?,negative
@united just 1 last thing. U guys shouldn't be charging $ for drinks on a transatlantic flight,negative
@AmericanAir thank you for NOT Cancelled Flighting all flights and putting my husbands life in danger driving in this weather. #safetyfirst,positive
"@AmericanAir way to ruin a vacation, my brother has called all night and had multiple places in line only to get dead air on call back",negative
@USAirways my option is to use twitter. Most of the people working for u have no clue what they do. they tell you to go to A4 but its b16,negative
@AmericanAir would also like say kind move on adding the points !,positive
@USAirways Sitting on the runway at phl for the last 30 min because the correct weights for the flight aren't in the system? #jobfail,negative
@united why are your SFO-&gt;BOS nonstop flights not competitively priced with those of JetBlue and Virgin? $179 vs $324. Identical times.,negative
@AmericanAir me because it might not be so urgent for you but it really is for me. (5),negative
@AmericanAir been rebooked for tomorrow. You failed to put me on DL flight today despite my asking and available seat. DL still available,negative
"@USAirways no. Other than being on my credit card statement, I have not received anything from you and so I have no way to look it up myself",negative
"@USAirways @AmericanAir as a Gold Dividends member, why can't I get anyone on phone to handle my Cancelled Flighted American flight tonight 😡",negative
"@SouthwestAir Thanks for the terrible service! Stranded in MDW for 2 days, &amp; now can't find confirmation for rebooked flight from MKE.",negative
@USAirways great job today from your team with a challenging weather delay on flight 1925 out of Charlotte. #travel #friendlyteam,positive
@USAirways - BOS -&gt; DCA delayed again. This needs to stop. I will be filing complaints with the FAA and Consumer Affairs,negative
@USAirways From here on out when I can at all I'm flying @Delta. Since when is a plane getting stuck in a drift for 2 hours a weather issue?,negative
@USAirways Flight 830 CLT to Phl. I was 1st on list.Someone else got spot. Rude employee in coach. Wouldt give ID. Said he was cute red head,negative
.@SouthwestAir Thx for the follow up. Just sent DM,positive
Looking forward to using Passbook when I fly  @SouthwestAir in a few weeks!,positive
@AmericanAir narrowly made standby...lots of snags this trip!,negative
@AmericanAir  that's what I am hoping for,neutral
"@JetBlue my mom always said to never settle. If your chips ain't blue, you just won't do.",neutral
"@JetBlue lipstick on a pig still a pig. Ur new baggage claim @ SJU is a disaster. No chairs, 20 mins+ wait for baggage. #fail",negative
"@united just give up.  Your service is terrible.  If I wasn't forced to use United on certain routes, I never would.",negative
@SouthwestAir Almost 2 hours on hold now. I just need to Cancelled Flight a flight and get a refund. Other airlines are operating!,negative
"@USAirways call dropped &amp; no call back...another 45min-hour for another rep. The worst CS ever, online, by phone &amp; in person.",negative
@united I will not be flying you again,negative
@united u lost my bag and would not refund my bag fee? Does that make sense to you? And yes I already called cust svc. They said no.,negative
@SouthwestAir @jparkermastin  customer service has been very passive in their response. Disappointed. I have only flown SW but am rethinking,negative
@united we were able to get on the moon flight! Just got to our hotel in Puerto Rico! Thank you!,positive
@SouthwestAir are you kidding me?  I needed help yesterday. I'm now landed and waiting for my connection.  Never will I fly southwest again!,negative
@JetBlue Your scheduling skills failed. The delay went from four hours to nearly six. Don't tell me you were snowbound in PBI.,negative
"@united, Understandable. I did try Flight Booking Problems several times for 2 passengers &amp; got the messages I mentioned before. As for the agents price???",neutral
@united  your costumer service today in the Providence airport was sucked. Recommend your airline learn to check the weather and be honest,negative
@AmericanAir they did tell that our luggage stayed inside the plane ! Look this video http://t.co/YokkHHQcMP,negative
@USAirways thank you!!!,positive
@united thank you,positive
@united on 4124 arriving two hours Late Flight into CLT. Now sitting on the tarmac while they move a plane from the gate. Unhappy customer.,negative
@SouthwestAir still there? I was posted up in Downtown waiting for y'all. On my way!,neutral
"@USAirways sucks. Delayed my mom's flight 2X, Cancelled Flightled it, delayed her flight again today,all for mech. issues.She had 2 sleep in airport!",negative
@United why can't you have an English/Spanish rep call me so we can locate my bag and resolve this issue?,negative
@SouthwestAir so happy that you can finally put your #southwestairlines boarding pass into passbook! Makes life so much easier ✈️,positive
@SouthwestAir continues to prove to be the best airlines 💪,neutral
@USAirways link didn't work via Mobil.,negative
“@JetBlue: Our fleet's on fleek. http://t.co/Q16Xvwg0L6” .... I have to refrain what I want to say,neutral
@SouthwestAir we can let #bags flutter because we charge travelers that had to change dates #fullprice and we don't let them travel,negative
@united severely under staffed at Iah.,negative
@AmericanAir @nrosenb1 it says changes can't be made online,negative
@united Worst airline ever?,negative
@VirginAmerica @ladygaga @carrieunderwood All were entertaining,neutral
@USAirways I called more than 25 times to redeem mile points and can't get through.  You advertise the miles but make them very hard to use!,negative
@SouthwestAir Paid for in flight wifi from Austin to San Diego - wasn't useable. :/ Possible to get a refund? Conf #8X7XVM,negative
"@united thanks for having no one to pilot my last two flights, and all but stranding me in Houston tonight.  Airlines are the absolute worst",negative
@united this is the second time my flights been Cancelled Flightled... Like really?,negative
"@united has me #stranded (weather NOT to blame). 1hr+ hold to speak to an agent that doesn't understand the concept of time zones, thanks!",negative
@AmericanAir not having pillows or blankets or a flight home for 40 people does bad things to my hair,negative
@JetBlue How can I best track deals and special flight offers? I'm liking your international options...,neutral
"@AmericanAir -- This is after you Cancelled Flightled our flight into Buffalo because of ""weather"" and lied to us and said other airlines Cancelled Flightled",negative
@USAirways I've been on hold to change a date on a ticket for over 3 hours. Can someone please assist me? Unacceptable.,negative
@USAirways only happened because u couldn't get us home the next day. #flydelta #flysouthwest #flyjetblue #theyareallbetter #stillnobags,negative
@AmericanAir I Cancelled Flightled my ticket and is taking two months ++ to refund and still waiting!,negative
@SouthwestAir are ur flight still Cancelled Flight from nashville tn today and tomorrow to Dallas TX? I been waiting on phone to ur office for 40 min.,negative
@USAirways will you fly me to somewhere warm? I'm tired of this snow! :(,negative
@USAirways UR employee named VAN @ ticket counter in #Philadelphia. EXTREMELY RUDE! a Father trying to get home to sick kid missed flight.,negative
@united And there is no direct phone number for status match desk? I really regret Flight Booking Problems with @united now.,negative
@AmericanAir well I'm flying @JetBlue instead - for free! Their credits actually work.,neutral
@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE,neutral
@united is it on a flight now? Thanks for reply.,neutral
